subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,front,back,Comments
59106763,1,1,NA,NA,end_date_day,8,25,NA,NA,8,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Crooked_SUMM_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Crooked_SUMM_015.jpeg,
59106769,2,1,1,NA,end_date_year,1957,1952,Same as Begin Date (Year),NA,1957,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Corner_SUMM_010.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Corner_SUMM_009.jpeg,*Last digit of year is cutoff but looks like year is 1957
59106771,2,1,NA,NA,begin_date_day,20,7,NA,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_086.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_085.jpeg,
59106797,2,1,NA,NA,begin_date_year,1966,1866,NA,NA,1966,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Francis_SUMM_018.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Francis_SUMM_017.jpeg,
59106797,2,1,NA,NA,end_date_year,1966,1866,NA,NA,1966,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Francis_SUMM_018.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Francis_SUMM_017.jpeg,
59106804,2,1,NA,NA,begin_date_year,1974,1971,NA,NA,1974,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Spring_SUMM_020.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Spring_SUMM_019.jpeg,
59106816,1,2,NA,NA,end_date_year,1943,1942,NA,NA,1943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_015.jpeg,
59106816,1,2,NA,NA,end_date_month,August,July,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_015.jpeg,
59106816,1,2,NA,NA,end_date_day,26,23,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Round_SUMM_015.jpeg,
59106850,2,1,1,NA,end_date_month,June,July,Same as Begin Date (Month),NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Cedar_SUMM_Doc0208.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Cedar_SUMM_Doc0207.jpg,
61362593,1,2,1,NA,end_date_year,Same as Begin Date (Year),1941,1967,NA,1941,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_LOON_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_LOON_SUMM_0002_2.jpeg,
61362604,2,1,NA,NA,begin_date_year,1958,1938,NA,NA,1938,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_BARTON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_BARTON_SUMM_0001_2.jpeg,
61362620,1,1,NA,NA,begin_date_year,1986,1936,NA,NA,1936,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_GREEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_GREEN_SUMM_0001_2.jpeg,
61362627,2,1,1,NA,end_date_year,1943,Same as Begin Date (Year),1963,NA,1943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MURRAY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MURRAY_SUMM_0001_2.jpeg,
61362648,2,1,NA,NA,begin_date_year,1974,1860,NA,NA,1926,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_THIRDSISTER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_THIRDSISTER_SUMM_0001_2.jpeg,
