subject_id,task,data.aligned_text,data.number_views,data.consensus_score,column_name,data.consensus_text,data,data_binary,URL_front,URL_back
63265719,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_ESS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_ESS_SUMM_0001_2.jpeg
63265727,T27,[['...']],1,1,Dam effect on fish movements,...,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_LOCKWOOD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_LOCKWOOD_SUMM_0001_2.jpeg
63265740,T25,"[['channel', '', '', '', ''], ['into', 'no', 'no', 'no', 'no'], ['Muskegon', '', '', '', ''], ['Lake', '', '', '', '']]",5,1.75,Dam in outlet,channel no Muskegon Lake,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_BEAR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_BEAR_SUMM_0001_2.jpeg
63265747,T25,"[['Sometimes', 'Sometimes', 'sometimes', 'Sometimes'], ['sand', 'sand', 'sand', 'sand'], ['washes', 'washes', 'washes', 'washes'], ['in', 'in', 'in', 'in'], ['for', 'from', 'from', 'from'], ['Lake', 'L.', 'L.', 'L.'], ['Michigan.', 'Michi-', 'Michi', 'Michigan'], ['', '', '', 'and'], ['', '', '', 'blocks'], ['', '', '', 'off'], ['', '', '', 'outlet.'], ['', '', '', 'It'], ['', '', '', 'was'], ['', '', '', 'open'], ['', '', '', 'during'], ['', '', '', 'the'], ['', '', '', 'period'], ['', '', '', 'of'], ['', '', '', 'survey.']]",4,1.789473684,Dam in outlet,Sometimes sand washes in from L. Michigan. and blocks off outlet. It was open during the period of survey.,Sometimes sand washes in from L. Michigan. and blocks off outlet. It was open during the period of survey.,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_MONA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_MONA_SUMM_0001_2.jpeg
63265755,T25,[['none']],1,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_2.jpeg
63265755,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_2.jpeg
63265764,T25,[['None']],1,1,Dam in outlet,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_CREPIN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_CREPIN_SUMM_0001_2.jpeg
63265771,T27,"[['Dam', 'Dam'], ['so', 'so'], ['constructed', 'constructed'], ['that', 'that'], ['it', 'it'], ['probably', 'probably'], ['does', 'does'], ['not', 'not'], ['stop', 'stop'], ['fish', 'fish'], ['movement.', 'movement.'], ['Dam', ''], ['constructed', ''], ['about', ''], ['5', ''], ['ft', ''], ['high', ''], ['and', ''], ['made', ''], ['so', ''], ['that', ''], ['boards', ''], ['can', ''], ['control', ''], ['water', ''], ['level', ''], ['for', ''], ['about', ''], ['one', ''], ['foot', ''], ['in', ''], ['height', '']]",2,1.34375,Dam effect on fish movements,Dam so constructed that it probably does not stop fish movement. Dam constructed about 5 ft high and made so that boards can control water level for about one foot in height,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_EMERALD_SUMM_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_EMERALD_SUMM_0003_2.jpeg
63265774,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_JOHNFORD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_JOHNFORD_SUMM_0001_2.jpeg
63265784,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_2.jpeg
63265784,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_2.jpeg
63265798,T25,[['none']],1,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_2.jpeg
63265798,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_2.jpeg
63265846,T25,"[['Stream', '', '', ''], ['to', '', '', ''], ['Prairie', '', '', ''], ['River', '', '', ''], ['(1/4', '', '', ''], ['mile', '', '', ''], ['long)', 'None', 'None', 'None']]",4,1.285714286,Dam in outlet,Stream to Prairie River (1/4 mile None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_LittleFish_SUMM_010.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_LittleFish_SUMM_009.jpeg
63265849,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Grey_SUMM_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Grey_SUMM_011.jpeg
63265898,T25,[['---']],1,1,Dam in outlet,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_001.jpeg
63265898,T27,[['----']],1,1,Dam effect on fish movements,----,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_001.jpeg
63265918,T25,[['None']],1,1,Dam in outlet,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_086.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_085.jpeg
63265918,T27,[['None']],1,1,Dam effect on fish movements,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_086.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_085.jpeg
63265938,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_003.jpeg
63265938,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_003.jpeg
63265953,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Crockery_SUMM_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Crockery_SUMM_001.jpeg
63265957,T25,"[['No'], ['outlet.']]",1,1,Dam in outlet,No outlet.,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Otsego_SUMM_400.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Otsego_SUMM_399.jpeg
63265967,T25,"[['none', 'None']]",2,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Bear_SUMM_094.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Bear_SUMM_093.jpeg
63265980,T27,"[['Separates'], ['lake'], ['from'], ['its'], ['marshy'], ['outlet']]",1,1,Dam effect on fish movements,Separates lake from its marshy outlet,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CALHOUN_BEADLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CALHOUN_BEADLE_SUMM_0001_2.jpeg
63266000,T27,"[['----', '---']]",2,1,Dam effect on fish movements,----,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_DONNELL_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_DONNELL_SUMM_0002_2.jpeg
63266005,T25,[['None']],1,1,Dam in outlet,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_LITTLEFISH_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_LITTLEFISH_SUMM_0002_2.jpeg
63266015,T25,[['---']],1,1,Dam in outlet,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_2.jpeg
63266015,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_2.jpeg
63266019,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_DICKERSON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_DICKERSON_SUMM_0001_2.jpeg
63266021,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_HORSESHOET12NR7WSEC19202930_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_HORSESHOET12NR7WSEC19202930_SUMM_0001_2.jpeg
63266033,T25,[['none']],1,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_2.jpeg
63266033,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_2.jpeg
63266061,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_PEETS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_PEETS_SUMM_0001_2.jpeg
63266079,T25,"[['no'], ['outlet'], ['(slightly'], ['high'], ['at'], ['time'], ['of'], ['investigation)']]",1,1,Dam in outlet,no outlet (slightly high at time of investigation),none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WEXFORD_MEAUWATAKA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WEXFORD_MEAUWATAKA_SUMM_0001_2.jpeg
