subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,URL_front,URL_back,Comments
58754326,1,2,1,NA,end_date_year,Same as Begin Date (Year),1983,1993,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_045.jpg,
58754336,1,1,NA,NA,begin_date_month,March,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_009.jpg,
58754336,1,1,NA,NA,begin_date_day,13,27,NA,NA,27,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_009.jpg,
58754336,1,1,NA,NA,begin_date_year,1991,1990,NA,NA,1990,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_009.jpg,
58754350,1,1,2,NA,end_date_month,January,Same as Begin Date (Month),October,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Four_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Four_GROW_010.jpg,
58754350,1,1,2,NA,end_date_year,1983,Same as Begin Date (Year),1982,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Four_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Four_GROW_010.jpg,
58754353,2,1,1,NA,end_date_year,1993,1893,Same as Begin Date (Year),NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Lancer_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Lancer_GROW_026.jpg,
58754367,2,1,NA,NA,begin_date_month,March,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_128.jpg,
58754367,2,1,NA,NA,begin_date_day,6,3,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_128.jpg,
58754367,2,1,NA,NA,begin_date_year,1991,1992,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_128.jpg,
58754383,2,1,1,NA,end_date_year,1967,Same as Begin Date (Year),1970,NA,1967,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_090.jpg,
58754393,1,2,1,NA,end_date_year,1973,1968,Same as Begin Date (Year),NA,1968,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_023.jpg,
58754419,2,1,NA,NA,end_date_month,July,November,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_010.jpg,
58754419,2,1,NA,NA,end_date_day,15,16,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_010.jpg,
58754425,2,1,1,NA,end_date_month,June,Same as Begin Date (Month),January,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_011.jpg,
58754425,2,1,1,NA,end_date_day,15,13,17,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_011.jpg,
58754425,2,1,1,NA,end_date_year,1995,Same as Begin Date (Year),1996,NA,1995,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Clark_GROW_011.jpg,
58754434,2,1,1,NA,end_date_year,1995,Same as Begin Date (Year),1985,NA,1995,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_DeerIsland_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_DeerIsland_GROW_030.jpg,
58754446,1,2,1,NA,end_date_year,1957,1987,1860,NA,1987,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Gogebic_GROW_356.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Gogebic_GROW_357.jpg,
58754448,2,1,NA,NA,begin_date_month,October,January,NA,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Imp_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Imp_GROW_033.jpg,
58754448,2,1,NA,NA,begin_date_year,1980,1981,NA,NA,1980,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Imp_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Imp_GROW_033.jpg,
58754479,1,1,2,NA,end_date_month,December,Same as Begin Date (Month),June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_017.jpg,
58754482,1,1,NA,NA,begin_date_year,1992,1993,NA,NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Presque IsleFlowage_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Presque IsleFlowage_GROW_008.jpg,"*Date is cut-off but based on recording date on page 2, it is most likely 1992"
58754482,1,1,NA,NA,end_date_year,1992,1993,NA,NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Presque IsleFlowage_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Presque IsleFlowage_GROW_008.jpg,"*Date is cut-off but based on recording date on page 2, it is most likely 1992"
58754497,1,2,NA,NA,end_date_day,7,2,NA,NA,2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_017.jpg,
58754506,2,1,NA,NA,end_date_day,16,28,NA,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
58754507,2,1,NA,NA,begin_date_day,21,22,NA,NA,21,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_028.jpg,
58754511,2,1,1,NA,end_date_month,June,Same as Begin Date (Month),December,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_006.jpg,
58754511,2,1,1,NA,end_date_year,1971,Same as Begin Date (Year),1977,NA,1971,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_006.jpg,
58754518,1,2,1,NA,begin_date_year,1866,1886,1986,NA,1986,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_087.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_088.jpg,
58754518,1,1,1,1,end_date_year,1866,1886,1986,Same as Begin Date (Year),1986,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_087.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_088.jpg,
58754525,1,1,1,NA,end_date_month,Same as Begin Date (Month),November,August,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_005.jpg,
58754525,2,1,1,NA,end_date_year,1976,Same as Begin Date (Year),1977,NA,1976,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_005.jpg,
58754547,2,1,1,NA,end_date_year,1993,Same as Begin Date (Year),1994,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_032.jpg,
58754549,2,1,NA,NA,end_date_day,17,18,NA,NA,17,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_036.jpg,
58754551,1,1,1,NA,end_date_month,Same as Begin Date (Month),July,June,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_171.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_172.jpg,
58754551,2,1,NA,NA,end_date_day,11,29,NA,NA,29,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_171.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Long_GROW_172.jpg,
58754553,1,2,NA,NA,end_date_day,29,27,NA,NA,29,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Mickey_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Mickey_GROW_006.jpg,
58754555,2,2,NA,NA,end_date_month,February,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_025.jpg,
58754555,2,2,NA,NA,end_date_day,7,16,NA,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_025.jpg,
58754555,2,1,NA,NA,end_date_year,1994,1993,NA,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_025.jpg,
58754559,1,2,1,NA,end_date_month,Same as Begin Date (Month),June,December,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_SabinPond_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_SabinPond_GROW_010.jpg,
58754562,1,2,NA,NA,begin_date_year,1991,1981,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Sand2_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Sand2_GROW_006.jpg,
58754570,2,1,1,NA,end_date_year,Same as Begin Date (Year),1982,1983,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Silver_GROW_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Silver_GROW_080.jpg,
58754579,2,2,NA,NA,begin_date_year,1976,1978,NA,NA,1978,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Bear_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Bear_GROW_036.jpg,
58754591,1,1,2,NA,begin_date_month,February,May,June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Dianne_GROW_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Dianne_GROW_003.jpg,
58754591,1,1,2,NA,begin_date_day,7,19,5,NA,5,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Dianne_GROW_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Hillsdale_Dianne_GROW_003.jpg,
58754608,2,1,NA,NA,end_date_month,July,December,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Estes_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Estes_GROW_006.jpg,
58754608,2,1,NA,NA,end_date_day,29,1,NA,NA,29,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Estes_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Estes_GROW_006.jpg,
58754635,1,2,1,NA,begin_date_day,15,16,18,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_120.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_121.jpg,
58754638,1,1,1,NA,end_date_month,August,Same as Begin Date (Month),June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_108.jpg,
58754638,1,1,NA,NA,end_date_day,1,25,NA,NA,25,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_108.jpg,
58754640,1,2,NA,NA,end_date_day,13,20,NA,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_090.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Lansing_GROW_091.jpg,
58754641,2,1,NA,NA,begin_date_year,1973,1978,NA,NA,1978,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_024.jpg,
58754645,2,2,NA,NA,begin_date_month,December,May,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_030.jpg,
58754645,2,2,NA,NA,begin_date_day,13,4,NA,NA,4,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Long_GROW_030.jpg,
58754665,1,1,NA,NA,begin_date_month,April,March,NA,NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_055.jpg,
58754665,1,1,NA,NA,begin_date_day,23,22,NA,NA,23,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_055.jpg,
58754665,1,1,NA,NA,begin_date_year,1990,1991,NA,NA,1990,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_FooteDamPond_GROW_055.jpg,
58754666,2,1,NA,NA,begin_date_year,1994,1995,NA,NA,1994,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_CookeImpoundment_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_CookeImpoundment_GROW_031.jpg,
58754676,1,1,NA,NA,end_date_month,January,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_057.jpg,
58754676,1,1,NA,NA,end_date_day,26,21,NA,NA,21,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_057.jpg,
58754676,1,1,NA,NA,end_date_year,1994,1993,NA,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_057.jpg,
58754677,1,1,2,NA,end_date_month,February,May,Same as Begin Date (Month),NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_050.jpg,
58754677,1,1,2,NA,end_date_year,1994,1993,Same as Begin Date (Year),NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Long_GROW_050.jpg,
58754694,1,1,NA,NA,end_date_day,3,25,NA,NA,25,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bone_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bone_GROW_015.jpg,
58754694,1,1,NA,NA,end_date_year,1861,1987,NA,NA,1987,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bone_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bone_GROW_015.jpg,
58754699,1,1,1,NA,end_date_month,May,Same as Begin Date (Month),June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Buck_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Buck_GROW_035.jpg,
58754750,2,1,NA,NA,begin_date_month,November,March,NA,NA,November,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,
58754750,2,1,NA,NA,begin_date_day,4,25,NA,NA,4,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,
58754750,2,1,NA,NA,begin_date_year,1987,1988,NA,NA,1987,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,
58754763,2,1,1,NA,begin_date_day,22,16,23,NA,22,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_HannahWebb_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_HannahWebb_GROW_021.jpg,
58754800,2,1,NA,NA,begin_date_day,6,18,NA,NA,,,,
58754801,2,1,NA,NA,begin_date_year,1988,1989,NA,NA,1988,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ottawa_GROW_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ottawa_GROW_102.jpg,*Date cut off but based on back page it seems to be 1988
58754815,1,1,1,NA,end_date_month,August,Same as Begin Date (Month),February,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_011.jpg,
58754815,1,1,1,NA,end_date_day,27,Same as Begin Date (Day),19,NA,27,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_011.jpg,
58754815,1,1,1,NA,end_date_year,1985,Same as Begin Date (Year),1986,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Runkle_GROW_011.jpg,*Date cut off but based on back page it seems to be 1985
58754817,2,1,1,NA,begin_date_year,1982,1882,1980,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Robinson_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Robinson_GROW_041.jpg,*Date cut off but based on back page it seems to be 1982
58754827,1,2,NA,NA,begin_date_month,September,June,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_026.jpg,multiple dates listed on the card
58754827,1,2,NA,NA,begin_date_day,9,20,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_026.jpg,multiple dates listed on the card
58754827,1,1,NA,NA,begin_date_year,1959,1991,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_026.jpg,multiple dates listed on the card
58754829,2,2,NA,NA,begin_date_year,1883,1983,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Snipe_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Snipe_GROW_007.jpg,
58754834,1,2,1,NA,end_date_year,1970,1960,Same as Begin Date (Year),NA,1960,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_036.jpg,
58754837,1,1,1,NA,end_date_month,Same as Begin Date (Month),February,October,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_042.jpg,
