"subject_id","task","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text"
59964697,"T17","[['72', '72', '72'], ['net', 'net', 'net'], ['hours', 'hours', 'hours']]",3,3,"72 net hours"
59964697,"T18","[['3', '3', '3'], ['old', 'old', 'old'], ['experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill'], ['nets', 'nets', 'nets']]",3,3,"3 old experimental gill nets"
59964697,"T19","[['1', '1', '1'], ['1/2-4""', '1/2', '1/2-4'], ['', '-', ''], ['', '4', ''], ['', 'inch', 'inch'], ['stretch', 'stretch', 'stretch']]",3,1.83333333333333,"1 1/2-4"" - 4 inch stretch"
59964698,"T5","[['125', '125', '125', '125'], ['feet', 'feet', 'feet', 'feet']]",4,4,"125 feet"
59964698,"T7","[['3', '3', '3', '3'], ['x', 'x', 'x', 'x'], [""125'"", ""125'"", ""125'"", ""125'""], ['=', '=', '=', '='], ['375', '375', '375', '375'], ['ft.', 'ft.', 'ft.', 'ft.']]",4,4,"3 x 125' = 375 ft."
59964698,"T8","[['76', '76F', '76', '76'], ['F', '', 'F', 'F']]",4,3,"76 F"
59964698,"T9","[['4', '4', '4', '4'], ['to', 'to', 'to', 'to'], ['8', '8', '8', '8'], ['ft', 'ft', 'ft', 'ft']]",4,4,"4 to 8 ft"
59964698,"T10","[['On', 'On', 'On', 'On'], ['shoal', 'shoal', 'shoal', 'shoal'], ['north', 'north', 'north', 'north'], ['of', 'of', 'of', 'of'], ['channel', 'channel', 'channel', 'channel'], ['at', 'at', 'at', 'at'], ['deep', 'deep', 'deep', 'deep'], ['hole', 'hole', 'hole', 'hole'], ['north', 'north', 'north', 'north'], ['of', 'of', 'of', 'of'], ['cemetery', 'cemetery', 'cemetery', 'cemetery']]",4,4,"On shoal north of channel at deep hole north of cemetery"
59964698,"T11","[['6', '6', '6', '6']]",4,4,"6"
59964698,"T17","[['72', '72', '72', '72'], ['net', 'net', 'net', 'net'], ['hours', 'hours', 'hours', 'hours']]",4,4,"72 net hours"
59964698,"T18","[['3', '3', '3', '3'], ['old', 'old', 'old', 'old'], ['experimental', 'experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill', 'gill'], ['nets', 'nets', 'nets', 'nets']]",4,4,"3 old experimental gill nets"
59964698,"T19","[['1', '1', '1', '1'], ['1/2', '1/2-4', '1/2-4', '1/2-4'], ['-', '', '', ''], ['4', '', '', ''], ['inch', 'inch', 'inch', 'inch'], ['stretch', 'stretch', 'stretch', 'stretch']]",4,2.83333333333333,"1 1/2-4 - 4 inch stretch"
59964699,"T5","[['20', ""20'"", ""20'"", ""20'""], ['feet', '', '', ''], ['x', 'x', 'x', 'x'], ['4', ""4'"", ""4'"", ""4'""], ['feet', '', '', '']]",4,2.4,"20' feet x 4' feet"
59964699,"T7","[['600', '600', '600', '600'], ['lineal', 'lineal', 'lineal', 'lineal'], ['feet.', 'feet.', 'feet.', 'feet'], ['11', '11', '11', '11'], ['hauls', 'hauls', 'hauls', 'hauls']]",4,3.8,"600 lineal feet. 11 hauls"
59964699,"T8","[['73', '73', '73', '73'], ['F', 'F', 'F', 'F']]",4,4,"73 F"
59964699,"T9","[['1/2', '1/2', '1/2', '1/2'], ['-', '-', '-', '-'], ['2', '2', '2', '2'], ['feet.', 'feet', 'feet', 'feet']]",4,3.75,"1/2 - 2 feet"
59964699,"T10","[['At', 'At', 'At', 'at'], [""Fletcher's"", ""Fletcher's"", ""Fletcher's"", 'fletchers'], ['Barns', 'Barns', 'Barns', 'barns'], ['about', 'about', 'about', 'about'], ['1/4', '1/4', '1/4', '1/4'], ['mile', 'mile', 'mile', 'mile'], ['west', 'west', 'west', 'west'], ['of', 'of', 'of', 'of'], ['Highway', 'Highway', 'Highway', 'highway'], ['U.S.', 'U.S.', 'U.S.', 'U.S.'], ['23', '23', '23', '23'], ['along', 'along', 'along', 'along'], ['north', 'north', 'north', 'north'], ['shore', 'shore', 'shore', 'shore'], ['of', 'of', 'of', 'of'], ['impoundment.', 'impoundment.', 'impoundment', 'impoundment']]",4,3.625,"At Fletcher's Barns about 1/4 mile west of Highway U.S. 23 along north shore of impoundment."
59964699,"T11","[['7', '7', '7', '7']]",4,4,"7"
59964699,"T17","[['2:00-6:00', '2:00', '2:00', '2-m'], ['', '-', '-', '-'], ['', '6:00', '6:00', ''], ['P.M.', 'pm', 'P.M.', '6pm']]",4,2.25,"2:00 - 6:00 P.M."
59964699,"T18","[['common', 'common', 'common', 'common'], ['sense', 'sense', 'sense', 'sense'], ['seine', 'seine', 'seine', 'seine']]",4,4,"common sense seine"
59964699,"T19","[['common', 'common', 'common', 'common'], ['sense', 'sense', 'sense', 'sense']]",4,4,"common sense"
59964700,"T5","[[""125'"", ""125'"", ""125'"", ""125'""]]",4,4,"125'"
59964700,"T7","[['6', '6', '6', '6'], ['x', 'x', 'X', 'x'], [""125'"", ""125'"", ""125'"", ""125'""], ['=', '=', '=', '='], [""750'"", ""750'"", ""750'"", ""750'""]]",4,3.8,"6 x 125' = 750'"
59964700,"T8","[['74', '74', '74', '74'], ['F', 'F', 'F', 'F']]",4,4,"74 F"
59964700,"T9","[[""6-10'"", '6-10', '6-10', '6-10'], ['', 'ft', 'ft', 'ft']]",4,3,"6-10 ft"
59964700,"T10","[['In', 'In', 'in', 'In'], ['area', 'area', 'area', 'area'], ['south', 'south', 'south', 'south'], ['of', 'of', 'of', 'of'], ['slaughter', 'slaughter', 'slaughter', 'slaughter'], ['house', 'house', 'house', 'house'], ['and', 'and', 'and', 'and'], ['north', 'north', 'north', 'north'], ['of', 'of', 'of', 'of'], ['railroad', 'railroad', 'railroad', 'railroad'], ['bridge', 'bridge', 'bridge', 'bridge'], ['over', 'over', 'over', 'over'], ['impoundment.', 'impoundment', 'impoundment', 'impoundment']]",4,3.84615384615385,"In area south of slaughter house and north of railroad bridge over impoundment"
59964700,"T11","[['9', '9', '9', '9']]",4,4,"9"
59964700,"T12","[['One', 'One', 'One', 'One'], ['net', 'net', 'net', 'net'], ['lifted', 'lifted', 'lifted', 'lifted'], ['and', 'and', 'and', 'and'], ['set', 'set', 'set', 'set'], ['destroyed.', 'destroyed.', 'destroyed', 'destroyed.']]",4,3.83333333333333,"One net lifted and set destroyed."
59964700,"T17","[['6', '6', '6', '6'], ['x', 'x', 'X', 'x'], ['24', '24', '24', '24'], ['hours', 'hours=', 'hours', 'hours'], ['=', '', '=', '='], ['144', '144', '144', '144'], ['net', 'net', 'net', 'net'], ['hours', 'hours', 'hours', 'hours']]",4,3.625,"6 x 24 hours = 144 net hours"
59964700,"T18","[['6', '6', '6', '6'], ['experimental', 'experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill', 'gill'], ['nets', 'nets', 'nets', 'nets']]",4,4,"6 experimental gill nets"
59964700,"T19","[['1', '1', '1', ''], ['1/2-4""', '1/2', '1/2', '1&1/2'], ['', 'in.', '', 'in.'], ['', 'to', '', 'to'], ['', '4', '', '4'], ['', 'in.', 'in.', 'in.'], ['stretch', 'stretch', 'stretch', 'stretch']]",4,2.57142857142857,"1 1/2 in. to 4 in. stretch"
59964701,"T5","[[""125'"", ""125'"", ""125'""]]",3,3,"125'"
59964701,"T7","[['12', '12', '12'], ['hauls', 'hauls', 'hauls'], ['x', 'x', 'x'], [""125'"", ""125'"", ""125'""], ['=', '=', '='], ['1550', ""1550'"", '1550'], ['feet', '', 'feet']]",3,2.71428571428571,"12 hauls x 125' = 1550 feet"
59964701,"T8","[['74', '74', '74'], ['F', 'F', 'F']]",3,3,"74 F"
59964701,"T9","[['0', ""0-7'"", '0-7'], ['-', '', ''], ['7', '', ''], ['ft', '', 'ft']]",3,1.25,"0 - 7 ft"
59964701,"T10","[['Seining', 'Seining', 'Seining'], ['at', 'at', 'at'], ['various', 'various', 'various'], ['points', 'points', 'points'], ['about', 'about', 'about'], ['pond', 'pond', 'pond'], ['where', 'where', 'where'], ['deadheads', 'deadheads', 'deadheads'], ['permitted.', 'permitted.', 'permitted.']]",3,3,"Seining at various points about pond where deadheads permitted."
59964701,"T11","[['8', '8', '8']]",3,3,"8"
59964701,"T12","[['About', 'About', 'About'], ['half', 'half', 'half'], ['of', 'of', 'of'], ['seine', 'seine', 'seine'], ['hauls', 'hauls', 'hauls'], ['ruined', 'ruined', 'ruined'], ['by', 'by', 'by'], ['deadheads', 'deadheads', 'deadheads'], ['or', 'or', 'or'], ['rolling', 'rolling', 'rolling'], ['of', 'of', 'of'], ['net', 'net', 'net'], ['caused', 'caused', 'caused'], ['by', 'by', 'by'], ['vegetation.', 'vegetation.', 'vegetation.']]",3,3,"About half of seine hauls ruined by deadheads or rolling of net caused by vegetation."
59964701,"T17","[['2', '2', '2'], ['days,', 'days,', 'days,'], ['1:00', '1:00-5:00', '1:00'], ['-', 'pm', '-'], ['5:00', '', '5:00'], ['P.M.', '', 'P.M.'], ['=', '=', '='], ['8', '8', '8'], ['hours', 'hours', 'hours']]",3,2.55555555555556,"2 days, 1:00 - 5:00 P.M. = 8 hours"
59964701,"T18","[[""125'"", '', ""125'""], ['bag', 'bag', 'bag'], ['seine', 'seine', 'seine']]",3,2.66666666666667,"125' bag seine"
59964701,"T19","[['1/4""', '1/4""', '1/4""'], ['bag', 'bag', 'bag']]",3,3,"1/4"" bag"
59964702,"T5","[[""125'"", ""125'"", ""125'""]]",3,3,"125'"
59964702,"T7","[['6', '6', '6'], ['x', 'x', 'x'], [""125'"", ""125'="", ""125'""], ['=', '', '='], ['750', '750', '750'], ['ft.', 'ft.', 'ft.']]",3,2.66666666666667,"6 x 125' = 750 ft."
59964702,"T8","[['74', '74', '74'], ['F', 'F', 'F']]",3,3,"74 F"
59964702,"T9","[['', '', '6'], ['', '', '-'], ['6-15', '6-15', '15'], ['ft', 'ft', 'ft']]",3,1.75,"6 - 6-15 ft"
59964702,"T10","[['At', 'At', 'At'], ['south', 'south', 'south'], ['end', 'end', 'end'], ['of', 'of', 'of'], ['largest', 'largest', 'largest'], ['island', 'island', 'island'], ['on', 'on', 'on'], ['west', 'west', 'west'], ['side', 'side', 'side'], ['of', 'of', 'of'], ['impoundment', 'impoundment', 'impoundment']]",3,3,"At south end of largest island on west side of impoundment"
59964702,"T11","[['10', '10', '10']]",3,3,"10"
59964702,"T12","[['One', 'One', 'One'], ['net', 'net', 'net'], ['caught', 'caught', 'caught'], ['in', 'in', 'in'], ['motor', 'motor', 'motor'], ['of', 'of', 'of'], ['a', 'a', 'a'], ['fisherman', 'fisherman', 'fisherman'], ['-', '-', '-'], ['top', 'top', 'top'], ['line', 'line', 'line'], ['cut.', 'cut.', 'cut.'], ['Set', 'Set', 'Set'], ['ruined.', 'ruined.', 'ruined.']]",3,3,"One net caught in motor of a fisherman - top line cut. Set ruined."
59964702,"T17","[['6', '6', '6'], ['x', 'x', 'x'], ['24', '24', '24'], ['hours', 'hours', 'hours'], ['=', '=', '='], ['144', '144', '144'], ['net', 'net', 'net'], ['hours', 'hours', 'hours']]",3,3,"6 x 24 hours = 144 net hours"
59964702,"T18","[['6', '6', '6'], ['experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill'], ['nets', 'nets', 'nets']]",3,3,"6 experimental gill nets"
59964702,"T19","[['1', '1', '1'], ['1/2-4', '1/2-4in.', '1/2'], ['', '', '-'], ['', '', '4'], ['in.', '', 'in.'], ['stretch', 'stretch', 'stretch']]",3,1.83333333333333,"1 1/2-4 - 4 in. stretch"
59964703,"T9","[['', '', '0', '0'], ['', '', '-', '-'], [""0-4'"", ""0-4'"", ""4'"", ""4'""]]",4,2,"0 - 0-4'"
59964703,"T10","[['South', 'South', 'South', 'South'], ['end,', 'end,', 'end,', 'end,'], ['off', 'off', 'off', 'off'], ['outlet', 'outlet', 'outlet', 'outlet'], ['channel', 'channel.', 'channel.', 'channel.']]",4,3.8,"South end, off outlet channel."
59964703,"T11","[['T-2', 'T-2', 'T-2', 'T-2']]",4,4,"T-2"
59964703,"T12","[['6', '6', '6', '6'], ['painted', 'painted', 'painted', 'painted'], ['turtles', 'turtles', 'turtles', 'turtles']]",4,4,"6 painted turtles"
59964703,"T17","[['48', '48', '48', '48'], ['hrs.', 'hrs.', 'hrs.', 'hrs']]",4,3.5,"48 hrs."
59964703,"T18","[['trap', 'trap', 'trap', 'trap'], ['net', 'net', 'net', 'net']]",4,4,"trap net"
59964704,"T9","[['0', '', '', ''], ['-', '', '', ''], [""10'"", ""0-10'"", ""0-10'"", ""0-10'""]]",4,1.66666666666667,"0 - 0-10'"
59964704,"T10","[['West', 'West', 'West', 'West'], ['shore,', 'shore,', 'shore,', 'shore,'], ['opposite', 'opposite', 'opposite', 'opposite'], ['point', 'point', 'point', 'point'], ['on', 'on', 'on', 'on'], ['East', 'East', 'east', 'East'], ['shore', 'shore.', 'shore.', 'shore.']]",4,3.71428571428571,"West shore, opposite point on East shore."
59964704,"T11","[['T-3', 'T-3', 'T-3', 'T-3']]",4,4,"T-3"
59964704,"T17","[['48', '', '48', '48'], ['hrs', '48hrs.', 'hours', 'hrs.']]",4,2,"48 hrs"
59964704,"T18","[['trap', 'trap', 'trap', 'trap'], ['net', 'net', 'net', 'net']]",4,4,"trap net"
59964705,"T9","[['0-10', ""0-10'"", '0'], ['feet', '', '-'], ['', '', ""10'""]]",3,1,"0-10 feet 10'"
59964705,"T10","[['West', 'West', 'West'], ['shore', 'shore', 'shore'], ['opposite', 'opposite', 'opposite'], ['County', 'County', 'County'], ['Park.', 'Park.', 'Park.']]",3,3,"West shore opposite County Park."
59964705,"T11","[['T-4', 'T-4', 'T-4']]",3,3,"T-4"
59964705,"T17","[['48', '48', '48'], ['hrs.', 'hrs.', 'hrs.']]",3,3,"48 hrs."
59964705,"T18","[['trap', 'trap', 'trap'], ['net', 'net', 'net']]",3,3,"trap net"
59964706,"T9","[['', '', '0'], ['', '', '-'], [""0-20'"", ""0-20'"", ""20'""]]",3,1.33333333333333,"0 - 0-20'"
59964706,"T10","[['West', 'WEST', 'West'], ['shore,', 'SHORE,', 'shore,'], ['600', '600', '600'], ['ft.', 'FT', 'ft.'], ['South', 'SOUTH', 'south'], ['of', 'OF', 'of'], ['middle', 'MIDDLE', 'middle'], ['point.', 'POINT', 'point.']]",3,2,"West shore, 600 ft. South of middle point."
59964706,"T11","[['T-5', 'T-5', 'T-5']]",3,3,"T-5"
59964706,"T12","[['3', '3', '3'], ['snapping', 'SNAPPING', 'snapping'], ['turtles', 'TURTLES', 'turtles'], ['-', '-', '-'], ['one', 'ONE', 'one'], ['27', '27', '27'], ['lbs.', 'POUNDS', 'lbs']]",3,2.28571428571429,"3 snapping turtles - one 27 lbs."
59964706,"T17","[['48', '48', '48'], ['hrs.', 'HOURS', 'hrs.']]",3,2.5,"48 hrs."
59964706,"T18","[['trap', 'trap', 'trap'], ['net', 'net', 'net']]",3,3,"trap net"
59964707,"T5","[[""250'"", ""250'"", '250'], ['', '', 'feet']]",3,1.5,"250' feet"
59964707,"T9","[['15', ""15-40'"", '15-40'], ['-', '', 'feet'], [""40'"", '', '']]",3,1,"15 - 40'"
59964707,"T10","[['Off', 'Off', 'Off'], ['east', 'East', 'East'], ['shore,', 'shore,', 'shore,'], ['opposite', 'opposite', 'opposite'], ['net', 'net', 'net'], ['3', '3', '3'], ['&', '&', '&'], ['4', '4.', '4.']]",3,2.75,"Off East shore, opposite net 3 & 4."
59964707,"T11","[['G-5&6', 'G-566', 'G-5&6']]",3,2,"G-5&6"
59964707,"T17","[['24', '24', '24'], ['hrs.', 'hrs.', 'hrs.']]",3,3,"24 hrs."
59964707,"T18","[['2', '2', '2'], ['gill', 'gill', 'gill'], ['nets', 'nets', 'nets']]",3,3,"2 gill nets"
59964707,"T19","[['Exp', 'Exp', 'Exp']]",3,3,"Exp"
59964708,"T5","[[""125'"", ""125'"", ""125'""]]",3,3,"125'"
59964708,"T9","[['', '', '5'], ['', '', '-'], [""5-15'"", ""5-15'"", ""15'""]]",3,1.33333333333333,"5 - 5-15'"
59964708,"T10","[['Off', 'Off', 'Off'], ['East', 'East', 'east'], ['shore,', 'shore,', 'shore,'], ['South', 'South', 'south'], ['of', 'of', 'of'], ['G-1', 'G-1', 'G-1'], ['and', 'and', 'and'], ['North', 'North', 'north'], ['of', 'of', 'of'], ['point.', 'point.', 'point.']]",3,2.7,"Off East shore, South of G-1 and North of point."
59964708,"T11","[['G-2', 'G-2', 'G-2']]",3,3,"G-2"
59964708,"T17","[['24', '24', '24'], ['hrs.', 'hrs.', 'hrs.']]",3,3,"24 hrs."
59964708,"T18","[['gill-mono', 'Gill-Mono', 'Gill'], ['', '', '-'], ['', '', 'mono']]",3,1,"gill-mono - mono"
59964708,"T19","[['Exp', 'Exp', 'Exp']]",3,3,"Exp"
59964709,"T5","[[""250'"", ""250'"", ""250'""]]",3,3,"250'"
59964709,"T9","[['5', '', ''], ['-', '', ''], [""30'"", ""5-30'"", ""5-30'""]]",3,1.33333333333333,"5 - 5-30'"
59964709,"T10","[['West', 'West', 'west'], ['shore,', 'shore,', 'shore,'], ['opposite', 'opposite', 'opposite'], ['water', 'water', 'water'], ['tower', 'town', 'tower'], ['on', 'on', 'on'], ['East', '', 'east'], ['shore', 'Eastshore', 'shore'], ['and', 'and', 'and'], ['next', 'next', 'next'], ['to', 'to', 'to'], ['T-6', 'T-6.', 'T-6']]",3,2.5,"West shore, opposite water tower on East shore and next to T-6"
59964709,"T11","[['G-3', 'G-3', 'G-3'], ['&', '&', '&'], ['4', '4', '4']]",3,3,"G-3 & 4"
59964709,"T17","[['24', '24', '24'], ['hrs', 'hrs.', 'hrs.']]",3,2.5,"24 hrs."
59964709,"T18","[['2', '2', '2'], ['gill', 'gill', 'gill'], ['nets', 'nets', 'nets']]",3,3,"2 gill nets"
59964709,"T19","[['Exp', 'Exp', 'Exp']]",3,3,"Exp"
59964710,"T5","[[""125'"", '125', ""125'""], ['', 'feet', '']]",3,1.5,"125' feet"
59964710,"T9","[['25', '25-30', ""25-30'""], ['-', 'feet', ''], [""30'"", '', '']]",3,1,"25 - 30'"
59964710,"T10","[['Off', 'Off', 'Off'], ['East', 'East', 'East'], ['shore', 'shore', 'shore'], ['at', 'at', 'at'], ['County', 'County', 'County'], ['Park.', 'Park.', 'Park.']]",3,3,"Off East shore at County Park."
59964710,"T11","[['G', 'G-1', 'G-1'], ['-', '', ''], ['1', '', '']]",3,1.33333333333333,"G-1 - 1"
59964710,"T17","[['24', '24', '24'], ['hrs.', 'hrs.', 'hrs.']]",3,3,"24 hrs."
59964710,"T18","[['nylon', 'nylon', 'nylon'], ['gill', 'gill', 'gill'], ['net', 'net', 'net']]",3,3,"nylon gill net"
59964710,"T19","[['Exp', 'Exp', 'Exp']]",3,3,"Exp"
59964711,"T9","[['0', '0-35', '0-35'], ['-', 'feet', ''], [""35'"", '', '']]",3,1.33333333333333,"0-35 - 35'"
59964711,"T10","[['West', 'West', 'west'], ['shore,', 'shore,', 'shore,'], ['opposite', 'opposite', 'opposite'], ['water', 'water', 'water'], ['tower', 'tower', 'tower'], ['on', 'on', 'on'], ['East', 'East', 'east'], ['shore', 'shore', 'shore'], ['&', '&', '&'], ['200', '200', '200'], ['ft.', 'feet', 'Ft.'], ['North', 'North', 'north'], ['of', 'of', 'of'], ['G-3', 'G-3', 'G-3'], ['&', '&', '&'], ['4.', '4.', '4.']]",3,2.6875,"West shore, opposite water tower on East shore & 200 ft. North of G-3 & 4."
59964711,"T11","[['T-6', 'T-6', 'T-6']]",3,3,"T-6"
59964711,"T12","[['1', '1', '1'], ['fish', 'fish', 'fish'], ['only.', 'only.', 'only'], ['Double', 'Double', 'double'], ['lead.', 'lead.', 'lead']]",3,2.4,"1 fish only. Double lead."
59964711,"T17","[['48', '48', '48'], ['hrs.', 'hours', 'hrs.']]",3,2.5,"48 hrs."
59964711,"T18","[['trap', 'trap', 'trap'], ['net', 'net', 'net']]",3,3,"trap net"
59964712,"T5","[[""900'"", ""900'"", ""900'""]]",3,3,"900'"
59964712,"T9","[['Net', 'Net', 'Net'], ['A', 'A', 'A'], ['', '10', '10'], ['', '-', '-'], [""10-40'"", ""40'"", ''], ['Net', 'Net', ''], ['B', 'B', ''], [""40'"", ""40'"", ""40'""], ['Net', 'Net', ''], ['C', 'C', ''], [""40-5'"", '40', ''], ['', '-', ''], ['', ""5'"", '']]",3,1.92307692307692,"Net A 10 - 10-40' Net B 40' Net C 40-5' - 5'"
59964712,"T10","[['North', 'North', 'North'], ['end,', 'end,', 'end,'], ['off', 'off', 'off'], ['point', 'point', 'point'], ['on', 'on', 'on'], ['West', 'west', 'West'], ['shore', 'shore', 'shore'], ['at', 'at', 'at'], ['Neck.', 'neck.', 'Neck.']]",3,2.77777777777778,"North end, off point on West shore at Neck."
59964712,"T11","[['G-8', 'G-8', 'G'], ['', '', '-'], ['', '', '8']]",3,1.33333333333333,"G-8 - 8"
59964712,"T12","[['Net', 'Net', 'Net'], ['set', 'set', 'set'], ['in', 'in', 'in'], ['U', 'U', 'U'], ['shape.', 'shape', 'shape']]",3,2.8,"Net set in U shape"
59964712,"T17","[['24', '24', '2'], ['hrs.', 'hrs.', 'hrs']]",3,2,"24 hrs."
59964712,"T18","[['Gill-Commercial', 'Commercial', 'Commercial'], ['', 'gill', 'gill']]",3,2,"Commercial gill"
59964712,"T19","[['2', '2', '2'], ['1/2', '1/2', '1/2']]",3,3,"2 1/2"
59964713,"T5","[['900', ""900'"", ""900'""], ['feet', '', '']]",3,1.5,"900' feet"
59964713,"T9","[['40-30', ""40-30'"", '40'], ['feet', '', '-'], ['', '', ""30'""]]",3,1,"40-30 feet 30'"
59964713,"T10","[['North', 'North', 'North'], ['end,', 'end,', 'end,'], ['across', 'across', 'across'], ['neck', 'neck', 'neck'], ['from', 'from', 'from'], ['West', 'West', 'west'], ['shore', 'shore', 'shore'], ['to', 'to', 'to'], ['East', 'East', 'east'], ['shore.', 'shore.', 'shore']]",3,2.7,"North end, across neck from West shore to East shore."
59964713,"T11","[['G-7', 'G-7', 'G-7']]",3,3,"G-7"
59964713,"T12","[['Only', 'Only', 'Only'], ['2', '2', '2'], ['Ciscos.', 'Ciscos.', 'Ciscos.'], ['Severe', 'Severe', 'Severe'], ['storm,', 'storm,', 'storm,'], ['high', 'high', 'high'], ['winds', 'winds', 'winds'], ['and', 'and', 'and'], ['waves', 'waves', 'waves'], ['on', 'on', 'on'], ['7/12/72.', '7/12/72.', '7/12/72.'], ['Thundershowers.', 'Thundershowers.', 'Thundershowers.']]",3,3,"Only 2 Ciscos. Severe storm, high winds and waves on 7/12/72. Thundershowers."
59964713,"T17","[['24', '24', '24'], ['hours', 'hrs.', 'hrs.']]",3,2.5,"24 hrs."
59964713,"T18","[['Gill-Commercial', 'Commercial', 'Commercial'], ['', 'gill', 'gill']]",3,2,"Commercial gill"
59964713,"T19","[['2', '2', '2'], ['1/2', '1/2', '1/2']]",3,3,"2 1/2"
59964714,"T9","[['0-4', '0', ""0-4'""], ['feet', '-', ''], ['', ""4'"", '']]",3,1,"0-4 feet 4'"
59964714,"T10","[['Off', 'Off', 'Off'], ['E.', 'E', 'E.'], ['shore', 'shore', 'shore'], ['at', 'at', 'at'], ['S.', 'S', 'S.'], ['End,', 'end,', 'End,'], ['South', 'South', 'South'], ['of', 'of', 'of'], ['point.', 'point', 'point.']]",3,2.55555555555556,"Off E. shore at S. End, South of point."
59964714,"T11","[['T-1', 'T-1', 'T-1']]",3,3,"T-1"
59964714,"T12","[['1', '1', '1'], ['snapping', 'snapping', 'snapping'], ['turtle', 'turtle', 'turtle'], ['(about', '(about', '(about'], ['10', '10', '10'], ['lbs)', 'lbs)', 'lbs.)'], ['', '1', '1'], ['', 'pointed', 'pointed'], ['', 'turtle', 'turtle.']]",3,2.44444444444444,"1 snapping turtle (about 10 lbs) 1 pointed turtle"
59964714,"T17","[['48', '48', '48'], ['hours', 'hrs', 'hrs.']]",3,2,"48 hours"
59964714,"T18","[['Trap', 'Trap', 'Trap'], ['net', 'net', 'net'], ['(small', '(small', '(small'], ['mesh).', 'mesh)', 'mesh).']]",3,2.75,"Trap net (small mesh)."
59964715,"T5","[['20', '20', '20', '20'], ['x', 'x', 'x', 'x'], [""4'"", ""4'"", ""4'"", ""4'""]]",4,4,"20 x 4'"
59964715,"T7","[['500', '500', '500', '500'], ['linear', 'linear', 'linear', 'linear'], ['feet', 'feet', 'feet.', 'feet.']]",4,3.33333333333333,"500 linear feet"
59964715,"T8","[['71', '71', '71', '71'], ['F', 'F', 'F', 'F']]",4,4,"71 F"
59964715,"T9","[['1', '1', '1', '1'], ['-', '-', '-', '-'], ['3', '3', '3', '3'], ['ft', 'ft', 'ft', 'ft']]",4,4,"1 - 3 ft"
59964715,"T10","[['Seining', 'Seining', 'Seining', 'Seining'], ['along', 'along', 'along', 'along'], ['north', 'north', 'north', 'north'], ['shore', 'shore', 'shore', 'shore'], ['at', 'at', 'at', 'at'], ['mouth', 'mouth', 'mouth', 'mouth'], ['of', 'of', 'of', 'of'], ['inlet', 'inlet', 'inlet', 'inlet'], ['and', 'and', 'and', 'and'], ['along', 'along', 'along', 'along'], ['east', 'east', 'east', 'east'], ['shore.', 'shore', 'shore.', 'shore.']]",4,3.91666666666667,"Seining along north shore at mouth of inlet and along east shore."
59964715,"T11","[['4', '4', '4', '4']]",4,4,"4"
59964715,"T12","[['Common', 'Common', 'Common', 'Common'], ['shiner', 'shiner', 'shinner', 'shiner'], ['taken', 'taken', 'taken', 'taken'], ['with', 'with', 'with', 'with'], ['hook', 'hook', 'hook', 'hook'], ['and', 'and', 'and', 'and'], ['line', 'line', 'line', 'line'], ['where', 'where', 'where', 'where'], ['shiners', 'shiners', 'shiners', 'shiners'], ['were', 'were', 'were', 'were'], ['seen', 'seen', 'seen', 'seen'], ['rising', 'rising', 'rising', 'rising'], ['to', 'to', 'to', 'to'], ['the', 'the', 'the', 'the'], ['surface.', 'surface.', 'surface.', 'surface.']]",4,3.93333333333333,"Common shiner taken with hook and line where shiners were seen rising to the surface."
59964715,"T17","[['5', '5', '5', '5'], ['hours', 'hours', 'hours', 'hours']]",4,4,"5 hours"
59964715,"T18","[['common', 'common', 'common', 'common'], ['sense', 'sense', 'sense', 'sense'], ['seine', 'seine', 'seine', 'seine']]",4,4,"common sense seine"
59964715,"T19","[['common', 'common', 'common', 'common'], ['sense', 'sense', 'sense', 'sense']]",4,4,"common sense"
59964716,"T5","[[""125'"", ""125'"", '125'], ['', '', 'feet']]",3,1.5,"125' feet"
59964716,"T7","[['125', '125', '125'], ['x', 'x', 'x'], ['', '3', '3'], ['', '=', '='], [""3=375'"", ""375'"", '375'], ['', '', 'feet']]",3,2,"125 x 3 = 3=375' feet"
59964716,"T8","[['71', '71', '71'], ['F', 'F', 'F']]",3,3,"71 F"
59964716,"T9","[['10', '10', '10-15'], ['to', 'to', ''], ['15', '15', ''], ['ft', 'ft', 'feet']]",3,2,"10 to 15 ft"
59964716,"T10","[['North', 'North', 'North'], ['end', 'end', 'end'], ['of', 'of', 'of'], ['lake', 'lake', 'lake'], ['in', 'in', 'in'], ['bed', 'bed', 'bed'], ['of', 'of', 'of'], ['Potamogeton', 'Potamogeton', 'Potamogeton'], ['compressus', 'compressus', 'compressus'], ['near', 'near', 'near'], ['old', 'old', 'old'], ['boat', 'boat', 'boat'], ['house', 'house', 'house'], ['on', 'on', 'on'], ['shore.', 'shore.', 'shore.']]",3,3,"North end of lake in bed of Potamogeton compressus near old boat house on shore."
59964716,"T11","[['3', '3', '3']]",3,3,"3"
