subject_id,URL 4,URL 8,task,Full Task Text,data.value
59688072,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Section7_FISHs_001.jpg,,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59688072,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Section7_FISHs_001.jpg,,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59688072,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Section7_FISHs_001.jpg,,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
59688073,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Syphon_FISHs_039.jpg,,T1,First row age group [Dropdown],[{'II / 2': 3}]
59688073,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Syphon_FISHs_039.jpg,,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59688073,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Syphon_FISHs_039.jpg,,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
59688099,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Mackinac_McAlpinePond_GROW_004.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
59688101,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Mackinac_Millecoquin_GROW_138.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
59688101,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Mackinac_Millecoquin_GROW_138.jpg,,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59688101,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Mackinac_Millecoquin_GROW_138.jpg,,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59688101,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Mackinac_Millecoquin_GROW_138.jpg,,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
59688106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Clear_GROW_006.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
59688106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Clear_GROW_006.jpg,,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59688115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Island45N_30W_S14_GROW_001.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
59688115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Island45N_30W_S14_GROW_001.jpg,,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59688123,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Moccasin_GROW_067.jpg,,T1,First row age group [Dropdown],[{'III / 3': 3}]
59688123,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Moccasin_GROW_067.jpg,,T7,Second row age group [Dropdown],[{'VI / 6': 3}]
59688130,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_SchweitzerReservoir_GROW_001.jpg,,T1,First row age group [Dropdown],[{'II / 2': 3}]
59688130,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_SchweitzerReservoir_GROW_001.jpg,,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
59688133,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_SilverBasin_GROW_004.jpg,,T1,First row age group [Dropdown],[{'III / 3': 3}]
59688133,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_SilverBasin_GROW_004.jpg,,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
59688133,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_SilverBasin_GROW_004.jpg,,T13,Third row age group [Dropdown],[{'V / 5': 3}]
59688134,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Swanzy_GROW_001.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
59688134,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Swanzy_GROW_001.jpg,,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59688185,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,T1,First row age group [Dropdown],[{'III / 3': 3}]
59688185,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
59962301,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962301,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962318,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_BEAVER_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_BEAVER_GROW_0005_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962326,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_CLOVERLEAF_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_CLOVERLEAF_GROW_0003_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962331,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_DEER_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_DEER_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59962363,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTONPOND_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTONPOND_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962363,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTONPOND_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTONPOND_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962366,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MINERS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MINERS_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962367,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962367,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962367,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_MAN_GROW_0001_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59962390,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_PONDS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_PONDS_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962390,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_PONDS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_PONDS_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962401,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962401,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962401,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0005_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59962404,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SHOENORTH_GROW_0002_2.jpeg,T1,First row age group [Dropdown],[{'IV / 4': 3}]
59962421,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TROUT_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TROUT_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962421,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TROUT_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TROUT_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962422,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TRUMAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_TRUMAN_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962491,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962503,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0002_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962504,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962504,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'I / 1': 1}]
59962504,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg,T13,Third row age group [Dropdown],[{'II / 2': 1}]
59962504,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg,T19,Fourth row age group [Dropdown],[{'III / 3': 1}]
59962504,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg,T25,5th row age group [Dropdown],[{'IV / 4': 1}]
59962507,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0003_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962521,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0002_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962521,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0002_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962522,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962522,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962522,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0001_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59962524,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962524,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_2.jpeg,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
59962527,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0006_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59962557,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962557,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962557,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALBERTA_GROW_0001_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59962577,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_LOST_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_LOST_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962577,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_LOST_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_LOST_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59962590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ROLAND_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ROLAND_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59962590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ROLAND_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ROLAND_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963076,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BrockiesPond_FISHs_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BrockiesPond_FISHs_006.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963076,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BrockiesPond_FISHs_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BrockiesPond_FISHs_006.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963082,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Camp8_FISHs_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Camp8_FISHs_037.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963108,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_059.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963108,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_059.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963108,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_059.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
59963108,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Holland_FISHs_059.jpg,T19,Fourth row age group [Dropdown],[{'V / 5': 3}]
59963124,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Lost_FISHs_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Lost_FISHs_025.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963132,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ManistiqueBig_FISHs_203.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ManistiqueBig_FISHs_204.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963133,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ManistiqueBig_FISHs_209.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ManistiqueBig_FISHs_210.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T25,5th row age group [Dropdown],[{'V / 5': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T31,6th row age group [Dropdown],[{'VI / 6': 3}]
59963163,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Moon_FISHs_049.jpg,T37,7th row age group [Dropdown],[{'VIII / 8': 3}]
59963181,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_039.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963181,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_039.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963182,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_082.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963182,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_082.jpg,T7,Second row age group [Dropdown],"[{'II / 2': 2, 'VI / 6': 1}]"
59963184,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Peanut_FISHs_049.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963188,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Perch_FISHs_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Perch_FISHs_034.jpg,T1,First row age group [Dropdown],[{'IV / 4': 3}]
59963217,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Pretty_FISHs_070.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Pretty_FISHs_071.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963226,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_002.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963226,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_002.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963226,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_ThirdCreekPond_FISHs_002.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
59963234,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_061.jpg,T1,First row age group [Dropdown],"[{'III / 3': 1, 'II / 2': 2}]"
59963243,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Youngs_FISHs_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Youngs_FISHs_023.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963243,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Youngs_FISHs_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Youngs_FISHs_023.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963245,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Ward_FISHs_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Ward_FISHs_029.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
