subject_id,URL 4,URL 8,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
80048641,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Zukey_GROW_052.jpeg,,S,"[['21,22', '21,22', '21,22']]",3.0,3.0,"21,22"
80048641,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Zukey_GROW_052.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048642,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Bass_GROW_128.jpeg,,Other Dates,"[['January'], ['3,'], ['1997']]",1.0,1.0,"January 3, 1997"
80048642,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Bass_GROW_128.jpeg,,T,"[['47N', '47N', '47N']]",3.0,3.0,47N
80048642,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Bass_GROW_128.jpeg,,R,"[['11W', '11W', '11W']]",3.0,3.0,11W
80048642,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Bass_GROW_128.jpeg,,S,"[['17', '17', '17']]",3.0,3.0,17
80048642,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Bass_GROW_128.jpeg,,Collector,,,,
80048643,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_BlindSuckerFlooding_GROW_027.jpeg,,Other Dates,,,,
80048643,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_BlindSuckerFlooding_GROW_027.jpeg,,T,"[['49N', '49N', '49N']]",3.0,3.0,49N
80048643,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_BlindSuckerFlooding_GROW_027.jpeg,,R,"[['12W', '12W', '12W']]",3.0,3.0,12W
80048643,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_BlindSuckerFlooding_GROW_027.jpeg,,S,"[['Many', 'Many', 'Many']]",3.0,3.0,Many
80048643,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_BlindSuckerFlooding_GROW_027.jpeg,,Collector,"[['Kolson', 'Kolson', 'Kolson']]",3.0,3.0,Kolson
80048644,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_ChrisBrown_GROW_041.jpeg,,Other Dates,,,,
80048644,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_ChrisBrown_GROW_041.jpeg,,T,"[['49N', '49N', '49N']]",3.0,3.0,49N
80048644,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_ChrisBrown_GROW_041.jpeg,,R,"[['10W', '10W', '10W']]",3.0,3.0,10W
80048644,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_ChrisBrown_GROW_041.jpeg,,S,"[['23,', '23,', '23,'], ['24', '24', '24']]",3.0,3.0,"23, 24"
80048644,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_ChrisBrown_GROW_041.jpeg,,Collector,"[['Kolson,', 'Kolson,', 'Kolson,'], ['Delong', 'Delong', 'Delong']]",3.0,3.0,"Kolson, Delong"
80048645,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Pretty_GROW_085.jpeg,,Other Dates,,,,
80048645,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Pretty_GROW_085.jpeg,,T,"[['49N', '49N', '49N']]",3.0,3.0,49N
80048645,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Pretty_GROW_085.jpeg,,R,"[['11W', '11W', '11W']]",3.0,3.0,11W
80048645,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Pretty_GROW_085.jpeg,,S,"[['34', '34', '34']]",3.0,3.0,34
80048645,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Luce_Pretty_GROW_085.jpeg,,Collector,,,,
80048646,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Grass_GROW_005.jpeg,,Other Dates,,,,
80048646,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Grass_GROW_005.jpeg,,T,,,,
80048646,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Grass_GROW_005.jpeg,,R,,,,
80048646,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Grass_GROW_005.jpeg,,S,,,,
80048646,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Grass_GROW_005.jpeg,,Collector,"[['C.', 'C.', 'C.'], ['Payment', 'Payment', 'Payment']]",3.0,3.0,C. Payment
80048647,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_ManistiqueSouth_GROW_266.jpeg,,Other Dates,,,,
80048647,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_ManistiqueSouth_GROW_266.jpeg,,T,,,,
80048647,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_ManistiqueSouth_GROW_266.jpeg,,R,,,,
80048647,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_ManistiqueSouth_GROW_266.jpeg,,S,,,,
80048647,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_ManistiqueSouth_GROW_266.jpeg,,Collector,"[['Payment,', 'Payment,', 'Payment,'], ['Kolson,', 'Kolson,', 'Kolson,'], ['Waybrant', 'Waybrant', 'Waybrant']]",3.0,3.0,"Payment, Kolson, Waybrant"
80048648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Milakokia_GROW_102.jpeg,,Other Dates,,,,
80048648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Milakokia_GROW_102.jpeg,,T,"[['43N', '43N', '43N']]",3.0,3.0,43N
80048648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Milakokia_GROW_102.jpeg,,R,"[['12W', '12W', '12W']]",3.0,3.0,12W
80048648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Milakokia_GROW_102.jpeg,,S,"[['34', '34', '34']]",3.0,3.0,34
80048648,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Milakokia_GROW_102.jpeg,,Collector,"[['Payment,', 'Payment,', 'Payment,'], ['Fahler,', 'Fahler,', 'Fahler,'], ['Delong', 'Delong', 'Delong']]",3.0,3.0,"Payment, Fahler, Delong"
80048649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Millecoquin_GROW_131.jpeg,,Other Dates,,,,
80048649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Millecoquin_GROW_131.jpeg,,T,,,,
80048649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Millecoquin_GROW_131.jpeg,,R,,,,
80048649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Millecoquin_GROW_131.jpeg,,S,,,,
80048649,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Millecoquin_GROW_131.jpeg,,Collector,"[['Payment,', 'Payment,', 'Payment,'], ['Waybrant', 'Waybrant', 'Waybrant']]",3.0,3.0,"Payment, Waybrant"
80048650,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Round_GROW_013.jpeg,,Other Dates,,,,
80048650,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Round_GROW_013.jpeg,,T,,,,
80048650,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Round_GROW_013.jpeg,,R,,,,
80048650,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Round_GROW_013.jpeg,,S,,,,
80048650,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Round_GROW_013.jpeg,,Collector,"[['Payment,', 'Payment,', 'Payment,'], ['Drost', 'Drost', 'Drost']]",3.0,3.0,"Payment, Drost"
80048651,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Simmons_GROW_004.jpeg,,Other Dates,,,,
80048651,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Simmons_GROW_004.jpeg,,T,"[['42N', '42N', '42N']]",3.0,3.0,42N
80048651,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Simmons_GROW_004.jpeg,,R,"[['11W', '11W', '11W']]",3.0,3.0,11W
80048651,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Simmons_GROW_004.jpeg,,S,"[['26', '26', '26']]",3.0,3.0,26
80048651,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Simmons_GROW_004.jpeg,,Collector,,,,
80048652,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Tee_GROW_004.jpeg,,Other Dates,,,,
80048652,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Tee_GROW_004.jpeg,,T,,,,
80048652,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Tee_GROW_004.jpeg,,R,,,,
80048652,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Tee_GROW_004.jpeg,,S,,,,
80048652,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Mackinac_Tee_GROW_004.jpeg,,Collector,"[['Payment,', 'Payment,', 'Payment,'], ['Drost', 'Drost', 'Drost']]",3.0,3.0,"Payment, Drost"
80048653,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Macomb_StonyCreekImpoundment_GROW_041.jpeg,,Other Dates,,,,
80048653,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Macomb_StonyCreekImpoundment_GROW_041.jpeg,,T,"[['4N', '4N', '4N']]",3.0,3.0,4N
80048653,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Macomb_StonyCreekImpoundment_GROW_041.jpeg,,R,"[['11,', '11,12E', '11,12E'], ['13E', '', '']]",3.0,1.5,"11,12E 13E"
80048653,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Macomb_StonyCreekImpoundment_GROW_041.jpeg,,S,"[['20,', '20,', '20,'], ['25,', '25,', '25,'], ['26,', '26,', '26,'], ['29,', '29,', '29,'], ['30,', '30,', '30,'], ['31', '31', '31']]",3.0,3.0,"20, 25, 26, 29, 30, 31"
80048653,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Macomb_StonyCreekImpoundment_GROW_041.jpeg,,Collector,"[['Somers,', 'Somers,', 'Somers,'], ['Melling,', 'Melling,', 'Melling,'], ['Beasley', 'Beasley', 'Beasley']]",3.0,3.0,"Somers, Melling, Beasley"
80048654,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_TIPSICO_GROW_0003_7.jpeg,,Other Dates,,,,
80048654,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_TIPSICO_GROW_0003_7.jpeg,,T,"[['04N', '4N', '04N']]",3.0,2.0,04N
80048654,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_TIPSICO_GROW_0003_7.jpeg,,R,"[['07E', '7E', '07E']]",3.0,2.0,07E
80048654,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_TIPSICO_GROW_0003_7.jpeg,,S,"[['19,', '19,', '19,'], ['30,', '30,', '30,'], ['31', '31', '31']]",3.0,3.0,"19, 30, 31"
80048654,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_TIPSICO_GROW_0003_7.jpeg,,Collector,"[['J.', 'Adams,', 'Adams,'], ['Leonardi', 'Scott', 'Scott']]",3.0,2.0,"Adams, Scott"
80048655,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0001_5.jpeg,,Other Dates,,,,
80048655,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0001_5.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048655,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0001_5.jpeg,,R,"[['8,', '8,', '8,'], ['9E', '9E', '9E']]",3.0,3.0,"8, 9E"
80048655,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0001_5.jpeg,,S,"[['1,', '1,', '1,'], ['5,', '5,', '5,'], ['6', '6', '6']]",3.0,3.0,"1, 5, 6"
80048655,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0001_5.jpeg,,Collector,"[['Towns,', 'Towns,', 'Towns,'], ['Braunscheidel,', 'Braunscheidel,', 'Braunscheidel,'], ['Melling', 'Melling', 'Melling']]",3.0,3.0,"Towns, Braunscheidel, Melling"
80048656,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0002_6.jpeg,,Other Dates,,,,
80048656,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0002_6.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048656,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0002_6.jpeg,,R,"[['8,', '8,', '8,'], ['9E', '9E', '9E']]",3.0,3.0,"8, 9E"
80048656,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0002_6.jpeg,,S,"[['1,', '1,', '1,'], ['5,', '5,', '5,'], ['6', '6', '6']]",3.0,3.0,"1, 5, 6"
80048656,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OAKLAND_UNION_GROW_0002_6.jpeg,,Collector,"[['Melling,', 'Mellings,', 'Melling,'], ['Askam', 'Askam', 'Askam']]",3.0,2.5,"Melling, Askam"
80048657,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0022_5.jpeg,,Other Dates,,,,
80048657,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0022_5.jpeg,,T,"[['22N', '22N', '22N']]",3.0,3.0,22N
80048657,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0022_5.jpeg,,R,"[['2E', '2E', '2E']]",3.0,3.0,2E
80048657,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0022_5.jpeg,,S,"[['14,', '14,', '14,'], ['15,', '15,', '15,'], ['22', '22', '22']]",3.0,3.0,"14, 15, 22"
80048657,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0022_5.jpeg,,Collector,"[['ESS,', 'ESS,', 'ESS,'], ['MDP', 'MDP', 'MDP']]",3.0,3.0,"ESS, MDP"
80048658,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0024_3.jpeg,,Other Dates,,,,
80048658,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0024_3.jpeg,,T,"[['22N', '22N', '22N']]",3.0,3.0,22N
80048658,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0024_3.jpeg,,R,"[['2E', '2E', '2E']]",3.0,3.0,2E
80048658,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0024_3.jpeg,,S,"[['14,', '14,', '14,'], ['15,', '15,', '15,'], ['22', '22', '22']]",3.0,3.0,"14, 15, 22"
80048658,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_PEACH_GROW_0024_3.jpeg,,Collector,"[['Crew', 'Crew', 'Crew']]",3.0,3.0,Crew
80048659,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_SAGE_GROW_0010_5.jpeg,,Other Dates,,,,
80048659,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_SAGE_GROW_0010_5.jpeg,,T,"[['23N', '23N', '23N']]",3.0,3.0,23N
80048659,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_SAGE_GROW_0010_5.jpeg,,R,"[['4E', '4E', '4E']]",3.0,3.0,4E
80048659,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_SAGE_GROW_0010_5.jpeg,,S,"[['27,28,29,33,34,35', '27,28,29,33,34,35', '27,28,29,33,34,35']]",3.0,3.0,"27,28,29,33,34,35"
80048659,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/OGEMAW_SAGE_GROW_0010_5.jpeg,,Collector,"[['Crew', 'Crew', 'Crew']]",3.0,3.0,Crew
80048660,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_10.jpeg,,Other Dates,,,,
80048660,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_10.jpeg,,T,"[['1S', '1S', '1S']]",3.0,3.0,1S
80048660,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_10.jpeg,,R,"[['4E', '4E', '4E']]",3.0,3.0,4E
80048660,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_10.jpeg,,S,"[['3', '3', '3']]",3.0,3.0,3
80048660,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_10.jpeg,,Collector,"[['D-13', 'D-13', 'Michael'], ['Fish', 'Fish', 'P.'], ['', '', 'Herman']]",3.0,1.6666666666666667,D-13 Fish Herman
80048661,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_11.jpeg,,Other Dates,,,,
80048661,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_11.jpeg,,T,"[['1S', '1S', '1S']]",3.0,3.0,1S
80048661,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_11.jpeg,,R,"[['4E', '4E', '4E']]",3.0,3.0,4E
80048661,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_11.jpeg,,S,"[['3', '3', '3']]",3.0,3.0,3
80048661,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BIGSILVER_GROW_0001_11.jpeg,,Collector,"[['D-13', 'D-13', 'D-13'], ['Fish', 'Fish', 'Fish']]",3.0,3.0,D-13 Fish
80048662,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BRUIN_GROW_0008_6.jpeg,,Other Dates,,,,
80048662,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BRUIN_GROW_0008_6.jpeg,,T,"[['1S', '1S', '1S']]",3.0,3.0,1S
80048662,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BRUIN_GROW_0008_6.jpeg,,R,"[['3E', '3E', '3E']]",3.0,3.0,3E
80048662,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BRUIN_GROW_0008_6.jpeg,,S,"[['1,', '1,', '1,'], ['2', '2', '2']]",3.0,3.0,"1, 2"
80048662,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_BRUIN_GROW_0008_6.jpeg,,Collector,"[['D-13', 'D-13', 'D-13'], ['Fish', 'Fish', 'Fish']]",3.0,3.0,D-13 Fish
80048663,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_FIRSTSECONDANDTHIRD_GROW_0001_3.jpeg,,Other Dates,,,,
80048663,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_FIRSTSECONDANDTHIRD_GROW_0001_3.jpeg,,T,"[['2S', '2S', '2S']]",3.0,3.0,2S
80048663,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_FIRSTSECONDANDTHIRD_GROW_0001_3.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048663,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_FIRSTSECONDANDTHIRD_GROW_0001_3.jpeg,,S,"[['25', '25', '25']]",3.0,3.0,25
80048663,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_FIRSTSECONDANDTHIRD_GROW_0001_3.jpeg,,Collector,"[['Gapczynski,', 'Gapczynski,', 'Gapczynski,'], ['Zorn,', 'Zorn,', 'Zorn,'], ['Sutton', 'Sutton', 'Sutton']]",3.0,3.0,"Gapczynski, Zorn, Sutton"
80048664,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_MILL_GROW_0001_6.jpeg,,Other Dates,,,,
80048664,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_MILL_GROW_0001_6.jpeg,,T,"[['2S', '2S', '2S']]",3.0,3.0,2S
80048664,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_MILL_GROW_0001_6.jpeg,,R,"[['3E', '3E', '3E']]",3.0,3.0,3E
80048664,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_MILL_GROW_0001_6.jpeg,,S,"[['4,', '4,', '4,'], ['5', '5', '5']]",3.0,3.0,"4, 5"
80048664,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/WASHTENAW_MILL_GROW_0001_6.jpeg,,Collector,"[['D-13', 'D-13', 'D-13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,D-13 Fisheries
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,Other Dates,,,,
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,T,"[['27N', '27N', '27N']]",3.0,3.0,27N
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,R,"[['3W', '3W', '3W']]",3.0,3.0,3W
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,S,"[['16', '16', '16']]",3.0,3.0,16
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,Collector,"[['E.', 'E.', 'E.'], ['Smiddy,', 'Smiddy,', 'Smiddy,'], ['G.', 'G.', 'G.'], ['Casey', 'Casey', 'Casey']]",3.0,3.0,"E. Smiddy, G. Casey"
80048678,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_039.jpeg,Other Dates,,,,
80048678,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_039.jpeg,T,"[['41N', '41N', '41N']]",3.0,3.0,41N
80048678,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_039.jpeg,R,"[['32W', '32W', '32W']]",3.0,3.0,32W
80048678,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_039.jpeg,S,"[['Many', 'Many', 'Many']]",3.0,3.0,Many
80048678,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Iron_Paint_GROW_039.jpeg,Collector,"[['B.', 'B.', 'B.'], ['Ziegler', 'Ziegler', 'Ziegler']]",3.0,3.0,B. Ziegler
80048679,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_049.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_050.jpeg,Other Dates,,,,
80048679,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_049.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_050.jpeg,T,"[['04N', '4N', '4N']]",3.0,2.0,4N
80048679,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_049.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Livingston_Bishop_GROW_050.jpeg,R,"[['05E', '5E', '5E']]",3.0,2.0,5E
