"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","lake_area_ha","max_depth_min_m","max_depth_max_m","secchi_min_m","secchi_max_m","development","alkalinity_min_ppm","alkalinity_max_ppm","dam_outlet_text","dam_passable_for_fish_text","dam_outlet","dam_passable_for_fish","dam_height_min_m","dam_height_max_m","do_surface_ppm","do_thermo_ppm","do_below_thermo_ppm","temp_bottom_max_c","temp_bottom_min_c","temp_surface_max_c","temp_surface_min_c","public_fishing_text","public_fishing","front","back"
59071102,"51-83",NA,NA,12,"November",1932,12,"November",1932,10.117,10.058,NA,NA,NA,"none",NA,NA,"no","yes","no","yes",NA,NA,NA,NA,NA,NA,6.111,NA,25.556,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Dicksons_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Dicksons_SUMM_006.jpg"
59071104,"51-127",NA,NA,20,"July",1932,20,"July",1932,14.974,9.753,NA,NA,NA,"none",NA,NA,"none seen or be reported","during high water","no","yes",NA,NA,NA,NA,NA,NA,7.222,NA,25.556,"discouraged but evidently public*","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Lemon_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Lemon_SUMM_007.jpg"
59071108,"51-25",NA,NA,22,"July",1932,22,"July",1932,64.346,17.6,NA,NA,NA,"two boat liveries and cottages. very little development",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Pine_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Pine_SUMM_018.jpg"
59071109,"51-130",NA,NA,23,"July",1932,23,"July",1932,3.44,3,NA,NA,NA,"none",NA,NA,"none seen","yes","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Mud_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Mud_SUMM_005.jpg"
59071155,"52-1453",NA,NA,3,"July",1936,3,"July",1936,30.352,4.724,NA,2.5,NA,"boy scout camp. several cottages.",NA,NA,"no - beaver at times","--","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.333,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Harlow_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Harlow_SUMM_004.jpg"
59071160,"52-1703",NA,NA,2,"July",1936,NA,NA,NA,803.723,9.753,10.058,2,NA,"tourist park on the lake",NA,NA,"yes","partially at high water only.","yes","yes",NA,NA,8.5,NA,6.5,NA,17.3,NA,19.1,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Independence_SUMM_118.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Independence_SUMM_119.jpg"
59071212,"52-623",NA,NA,2,"September",1937,2,"September",1937,93.08,25.297,NA,3.353,NA,"no",108,NA,"no","-","no",NA,NA,NA,7.6,NA,2.9,NA,6.8,NA,23.2,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Squaw_SUMM_106.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Squaw_SUMM_107.jpg"
59071221,"52-1607",NA,NA,12,"August",1937,12,"August",1937,43.707,4.267,NA,2.438,NA,NA,10,17,"yes","?","yes",NA,NA,NA,6.9,NA,3.8,NA,21.1,NA,24.4,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_WhiteGoatLittle_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_WhiteGoatLittle_SUMM_007.jpg"
59071222,"52-666",NA,NA,10,"July",1937,10,"July",1937,84.986,31.088,NA,4.267,NA,"slight",115,132,"no",NA,"no",NA,NA,NA,7.8,NA,2.8,NA,4.9,NA,25.7,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Witch_SUMM_031.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Witch_SUMM_032.jpg"
59071223,"53-63.1",NA,NA,24,"June",1932,NA,"June",NA,212.06,5.181,NA,NA,NA,"extensive. many cottages, boat livery, dance hall etc. on grounds.",NA,NA,"yes","no","yes","no",0.61,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Bass_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Bass_SUMM_009.jpg"
59071228,"53-135",NA,NA,17,"July",1932,17,"July",1932,84.176,23.6,NA,NA,NA,"one boat livery, and a few cottages.",NA,NA,"none reported. outlet not examined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,NA,20,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Ford_SUMM_026.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Ford_SUMM_027.jpg"
59071230,"53-151",NA,NA,1,"July",1932,NA,"July",NA,97.936,9.144,NA,NA,NA,"about a dozen cottages located on lake, on north, east and south sides. dance hall and several boat livere is present. good camping sites available.",NA,NA,"-","-",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,23.333,"permitted.","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Gun_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Gun_SUMM_014.jpg"
59071231,"53-101",NA,NA,28,"June",1932,28,"June",1932,50.668,16,NA,NA,NA,"one boat livery, and a few cottages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333,NA,21.667,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Hackert_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Hackert_SUMM_018.jpg"
59071233,"53-155",NA,NA,2,"July",1932,2,"July",1932,2016.188,16.458,NA,NA,NA,"extensive",NA,NA,"yes","no (see rept.)","yes","no",3.962,4.267,NA,NA,NA,NA,14.444,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Hamlin_SUMM_050.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Hamlin_SUMM_051.jpg"
59071239,"53-69",NA,NA,17,"July",1932,17,"July",1932,46.135,18.9,NA,NA,NA,"boat livery, boy's camp, and a number of cottages",NA,NA,"none near lake","yes","no","yes",NA,NA,NA,NA,NA,NA,6.111,NA,18.889,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Long18N_15W_S10_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Long18N_15W_S10_SUMM_014.jpg"
59071335,"62-269",NA,NA,17,"June",1937,17,"June",1937,69.203,8.229,NA,2.743,NA,"cottages, trailer camps",35,58,"no outlet",NA,"no",NA,NA,NA,6.5,NA,0.05,14.8,14.8,NA,21.111,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_DIAMOND_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_DIAMOND_SUMM_0002_2.jpeg"
59071358,"62-461",NA,NA,24,"June",1937,24,"June",1937,24.282,4.572,NA,3.048,NA,"none",86,NA,"no inlet or outlet",NA,"no",NA,NA,NA,6.4,NA,NA,23.4,23.4,NA,23.889,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_WALKUP_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_WALKUP_SUMM_0002_2.jpeg"
59071395,"65-135",NA,NA,9,"August",1931,NA,"August",NA,5.301,5.791,NA,NA,NA,"on private estate",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_JEWETT_SUMM_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_JEWETT_SUMM_0009_2.jpeg"
59071396,"65-123",NA,NA,1,"August",1931,1,"August",1931,35.451,16.763,NA,NA,NA,"on private estate. caretaker's house on east shore.",NA,NA,"yes","no","yes","no",0.61,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_GROUSEHAVEN_SUMM_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_GROUSEHAVEN_SUMM_0008_2.jpeg"
59071397,"65-136",NA,NA,30,"July",1931,NA,"July",NA,0.607,4.877,NA,NA,NA,"on private estate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.556,NA,26.667,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_DEVILSWASHBASIN_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_DEVILSWASHBASIN_SUMM_0003_2.jpeg"
59071399,"65-135",NA,NA,9,"August",1931,9,"August",1931,5.301,5.791,NA,NA,NA,"on private estate.",NA,NA,"no.","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_JEWETT_SUMM_0010_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_JEWETT_SUMM_0010_2.jpeg"
59071400,NA,NA,NA,2,"August",1931,2,"August",1931,8.053,6.096,NA,NA,NA,"on private estate. lodge located on east shore.",NA,NA,"-","during high water.",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_LODGE_SUMM_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_LODGE_SUMM_0004_2.jpeg"
59071402,NA,NA,NA,7,"August",1931,NA,NA,NA,2.469,5.486,NA,NA,NA,"on private estate",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_SCAUP_SUMM_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_SCAUP_SUMM_0004_2.jpeg"
59071403,"65-177",NA,NA,13,"August",1937,NA,NA,NA,3.521,10.667,NA,3.657,NA,"no",102,NA,"no outlet",NA,"no",NA,NA,NA,7.2,NA,0.6,NA,8.7,NA,23.5,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_NERO_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_NERO_SUMM_0001_2.jpeg"
59106681,"81-65","WALSH","Washtenaw",10,"July",1936,NA,"July",NA,4.128,6.4,NA,3.2,3.81,"none. mill lake camp near by and that may be used.",NA,NA,"none",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Washtenaw_Walsh_SUMM_002.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Washtenaw_Walsh_SUMM_001.jpeg"
59106686,"80-30","NORTH","VanBuren",18,"July",1937,18,"July",1937,53.703,19.201,NA,6.096,NA,NA,50,NA,"no",NA,"no",NA,NA,NA,7.9,NA,0,NA,9.8,NA,27,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_North_SUMM_003.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_North_SUMM_002.jpeg"
59106712,"75-349","THUNDER","Schoolcraft",12,"August",1937,NA,"August",NA,194.253,6.096,NA,3.657,NA,"dishnearis resort (bait for sale excellent 50 c meals 77 cottages for rent. franke's resort few cottages and 67 boats for rent)",80,82,"no",NA,"no",NA,NA,NA,10.8,NA,10.6,17.8,17.8,NA,25,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Thunder_SUMM_002.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Thunder_SUMM_001.jpeg"
59106745,"75-69","INDIAN","Schoolcraft",18,"June",1937,10,"July",1937,3237.556,5.486,NA,1.219,3.657,"little. several parks and small camp sites. few cottages.",74,80,"yes, at manistique","no","yes","no",NA,NA,NA,NA,NA,NA,NA,21.111,18.333,"--",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_346.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_345.jpeg"
59106787,"71-31","TOMAHAWK","PresqueIsle",31,"August",1933,NA,"August",NA,32.376,7.62,NA,NA,NA,"boys camp on state property so not permanent",NA,NA,"----",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Tomahawk_SUMM_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Tomahawk_SUMM_005.jpeg"
59106790,"71-154","OCQUEOC","PresqueIsle",11,"September",1933,11,"September",1933,32.376,15.239,NA,NA,NA,NA,NA,NA,"none now",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Ocqueoc_SUMM_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Ocqueoc_SUMM_003.jpeg"
59106795,"71-7","LOON","PresqueIsle",10,"August",1933,10,"August",1933,80.939,3.048,NA,NA,NA,"hunting lodge",NA,NA,"none",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"little due to the fact that very few if any fish are present","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Loon_SUMM_016.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Loon_SUMM_015.jpeg"
59106808,"69-300","LOST WEST","Otsego",29,"July",1932,NA,NA,NA,1.619,14.5,NA,NA,NA,"in state forest",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,5.556,NA,23.333,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_WestLost_SUMM_014.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_WestLost_SUMM_013.jpeg"
59106812,"69-308","TWINSOUTH","Otsego",27,"July",1932,NA,NA,NA,1.74,12.7,NA,NA,NA,"part of pigeon river state forest",NA,NA,"-","-",NA,NA,NA,NA,6.4,NA,7,NA,0,NA,23.333,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwinSouth_SUMM_026.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwinSouth_SUMM_025.jpeg"
59106813,"69-307","TWINNORTH","Otsego",27,"July",1932,27,"July",1932,2.307,15.8,NA,NA,NA,"on state forest pigeon river state forest",NA,NA,NA,NA,NA,NA,NA,NA,8.3,10.8,8.9,NA,7.222,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwinNorth_SUMM_002.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwinNorth_SUMM_001.jpeg"
59106814,NA,"TWOACRE","Otsego",4,"August",1932,4,"August",1932,0.769,3,NA,NA,NA,"on state forest",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,20.556,NA,22.778,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwoAcre_SUMM_010.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_TwoAcre_SUMM_009.jpeg"
59106815,"69-302","SECTION","Otsego",1,"August",1932,NA,NA,NA,1.335,22,NA,NA,NA,"in state forest  pigeon river state forest",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,5,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Section_SUMM_002.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Section_SUMM_001.jpeg"
59106817,"69-318","PICKEREL","Otsego",1,"August",1932,1,"August",1932,16.431,10.6,NA,NA,NA,"on state forest",137,154,"yes","no","yes","no",0.914,NA,8.1,9.5,9.5,NA,13.333,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Pickerel_SUMM_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Pickerel_SUMM_003.jpeg"
59106819,NA,"MCCRIMMON","Otsego",NA,NA,1932,NA,NA,NA,0.769,3,NA,NA,NA,"part of pigeon river state forest",24,20,NA,NA,NA,NA,NA,NA,8.5,NA,6.96,NA,20.556,NA,22.778,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_McCrimmon_SUMM_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_McCrimmon_SUMM_003.jpeg"
59106823,"69-299","LOST","Otsego",18,"August",1931,NA,"August",NA,1.862,15.8,NA,NA,NA,"none",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Lost_SUMM_020.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Lost_SUMM_019.jpeg"
59106824,"69-306","FORD","Otsego",1,"August",1932,1,"August",1932,4.735,10,NA,NA,NA,"on state forest",NA,NA,"no outlet",NA,"no",NA,NA,NA,NA,NA,NA,NA,12.222,NA,23.889,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_010.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_009.jpeg"
59106825,"69-303","GRASS","Otsego",2,"August",1932,NA,NA,NA,11.453,3,NA,NA,NA,"on state forest area",117,134,"yes","no","yes","no",0.61,NA,9.4,NA,10.8,NA,22.222,NA,22.778,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Grass_SUMM_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Grass_SUMM_003.jpeg"
59106826,"69-309","HARDWOOD","Otsego",3,"August",1932,3,"August",1932,18.737,2,NA,NA,NA,"on state forest",NA,NA,"no",NA,"no",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Hardwood_SUMM_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Hardwood_SUMM_011.jpeg"
59106827,"69-306","FORD","Otsego",1,"August",1932,NA,NA,NA,4.735,10,NA,NA,NA,"part of pigeon river state forest",127,NA,NA,NA,NA,NA,NA,NA,9.4,9.36,8.6,NA,12.222,NA,23.889,"yes, it is permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_008.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_007.jpeg"
59106829,"69-306","FORD","Otsego",1,"August",1932,NA,NA,NA,4.735,10,NA,NA,NA,"on state forest.",127,NA,"no outlet",NA,"no",NA,NA,NA,9.4,9.36,8.6,NA,12.222,NA,23.889,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_Ford_SUMM_005.jpeg"
59106833,"69-301","DEVILSSOUP","Otsego",20,"August",1932,20,"August",1932,0.526,6.8,NA,5.1,NA,"on state forest",NA,NA,"-","-",NA,NA,NA,NA,5.8,NA,NA,NA,14.444,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_DevilsSoup_SUMM_024.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Otsego_DevilsSoup_SUMM_023.jpeg"
59106845,"1-193","DEER","Alcona",24,"September",1936,NA,NA,NA,20.639,4.877,NA,2.895,NA,"none",119.5,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,20.25,NA,21.111,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Deer_SUMM_Doc0553.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Deer_SUMM_Doc0552.jpg"
59106848,"1-83","CLEAR","Alcona",19,"July",1937,NA,"July",NA,4.553,2.438,NA,1.829,NA,"none",172,167,NA,NA,NA,NA,NA,NA,7.9,NA,NA,22.5,22.5,NA,22.778,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Clear_SUMM_Doc0365.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Clear_SUMM_Doc0364.jpg"
59106851,"1-192","BEAR","Alcona",27,"September",1936,27,"September",1936,6.354,2.438,NA,1.067,NA,"none",108,NA,"no",NA,"no",NA,NA,NA,9,NA,8.3,NA,14,NA,15,"none","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Bear_SUMM_Doc0118.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Bear_SUMM_Doc0117.jpg"
59106852,NA,"BAMFIELDDAM","Alcona",25,"September",1936,27,"September",1936,33.59,14.02,NA,2.895,NA,"adjacent to clubhouse, used mostly for boating, swimming, and fishing.",143,174,"none",NA,"no",NA,NA,NA,NA,5.2,0.4,NA,8.611,NA,18.333,"none","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_BamfieldDam_SUMM_Doc0056.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_BamfieldDam_SUMM_Doc0055.jpg"
59574629,"14-274","BIRCH","CASS",12,"July",1937,NA,"July",NA,124.97,31.088,NA,5.181,NA,NA,122,NA,"yes",NA,"yes",NA,NA,NA,8.3,NA,4.6,NA,7,NA,26.8,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_BIRCH_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_BIRCH_SUMM_0001_2.jpeg"
61362607,"81-73","SILVER BIG","WASHTENAW",17,"June",1937,17,"June",1937,87.819,14.325,NA,4.877,NA,"none",150,NA,"yes","no","yes","no",NA,NA,8.9,NA,0.5,NA,9.8,NA,22,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_BIGSILVER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_BIGSILVER_SUMM_0001_2.jpeg"
61362620,"81-46","GREEN","WASHTENAW",1,"July",1936,1,"July",1936,31.769,3.962,NA,1.981,NA,"none at present",NA,NA,"yes","no","yes","no",0.914,1.067,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_GREEN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_GREEN_SUMM_0001_2.jpeg"
61362624,"81-144","MILL","WASHTENAW",19,"June",1936,19,"June",1936,53.015,7.315,NA,NA,NA,"it is being developed as a recreational area for boys and a camp is being erected.",NA,NA,"a 3 1/2 foot dam","only in high water","yes","yes",1.067,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MILL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MILL_SUMM_0001_2.jpeg"
61362625,"81-67","MIRROR","WASHTENAW",7,"July",1936,NA,"July",NA,1.619,5.486,NA,3.2,NA,"n.y.a. camp is to be built near the lake",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MIRROR_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_MIRROR_SUMM_0001_2.jpeg"
