"subject_id","age_group","fish_count","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","url_front","url_back","comment","county","lakename","new_key","length_min_mm","length_max_mm","length_mean_mm"
59962935,2,4,20,"June",1988,24,"June",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_165.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_166.jpg",NA,"Leelanau","LEELANAUSOUTH","45-3",370.84,523.24,431.8
59962936,2,1,25,"July",1978,28,"July",1978,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_174.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_175.jpg",NA,"Leelanau","LEELANAUSOUTH","45-3",299.72,NA,299.72
59962941,1,21,20,"May",1985,24,"May",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Lime_GROW_053.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Lime_GROW_054.jpg",NA,"Leelanau","LIME","45-51",162.56,228.6,180.34
59962942,1,31,12,"July",1993,NA,"July",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Lime_GROW_061.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Lime_GROW_062.jpg",NA,"Leelanau","LIME","45-51",175.26,264.16,223.52
59962950,1,3,11,"July",1978,21,"July",1978,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Solon_GROW_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Solon_GROW_010.jpg",NA,NA,NA,NA,172.72,243.84,208.28
59963063,5,3,20,"June",1969,20,"June",1969,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BelleI_FISHs_045.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BelleI_FISHs_046.jpg",NA,"Luce","BELLEI","48-222",398.78,444.5,429.26
59963064,10,1,20,"May",1971,20,"May",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BelleI_FISHs_043.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_BelleI_FISHs_044.jpg",NA,"Luce","BELLEI","48-222",NA,NA,701.04
59963220,3,1,27,"October",1986,28,"October",1986,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Pretty_FISHs_078.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Pretty_FISHs_079.jpg",NA,"Luce","PRETTY","48-639",459.74,NA,459.74
59963229,5,1,10,"July",1967,10,"July",1967,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Tank_FISHs_040.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Tank_FISHs_041.jpg",NA,"Luce","TANK","48-628",673.1,NA,673.1
59963234,4,1,18,"May",1971,18,"May",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_060.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_061.jpg",NA,"Luce","TWINS","48-27",NA,NA,426.72
59963239,3,1,28,"January",1968,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_078.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Twins_FISHs_079.jpg",NA,"Luce","TWINS","48-27",381,381,381
59963290,1,2,20,"July",1977,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_FibronPond_GROW_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_FibronPond_GROW_006.jpg",NA,"Mackinac","FIBRON","49-312",154.94,175.26,165.1
59963323,4,1,12,"November",1969,12,"November",1969,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_002.jpg",NA,NA,NA,NA,467.36,NA,467.36
59963340,3,1,29,"June",1976,2,"July",1976,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg",NA,"Manistee","PORTAGE","51-142",467.36,NA,467.36
59963343,3,1,29,"June",1976,26,"July",1976,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg",NA,"Manistee","PORTAGE","51-142",467.36,NA,467.36
59963347,1,1,20,"May",1980,23,"May",1980,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Tippy DamReservoir_GROW_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Tippy DamReservoir_GROW_007.jpg",NA,"Manistee","TIPPYDAMRESERVOIR","51-5",175.26,NA,175.26
59963364,2,1,14,"July",1982,16,"July",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_ForestvilleBasin_GROW_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_ForestvilleBasin_GROW_011.jpg",NA,NA,NA,NA,292.1,NA,292.1
59963369,4,3,12,"September",1985,13,"September",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_HoistBasin_GROW_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_HoistBasin_GROW_013.jpg",NA,NA,NA,NA,469.9,586.74,535.94
59963372,5,2,22,"July",1976,24,"July",1976,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_GreenwoodReservoir_GROW_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_GreenwoodReservoir_GROW_013.jpg",NA,"Marquette","GREENWOODRESERVOIR","52-1807",525.78,530.86,528.32
59963374,1,4,14,"September",1982,16,"September",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_HoistBasin_GROW_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_HoistBasin_GROW_017.jpg",NA,NA,NA,NA,307.34,383.54,355.6
59963378,3,1,21,"June",1988,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Independence_GROW_116.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Independence_GROW_117.jpg",NA,"Marquette","INDEPENDENCE","52-1703",436.88,NA,436.88
59963379,4,1,22,"August",1986,23,"August",1986,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Johnson45N_25W_S27_GROW_065.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Johnson45N_25W_S27_GROW_066.jpg",NA,"Marquette","JOHNSON","52-255",558.8,NA,558.8
59963403,1,6,26,"July",1962,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_TroutBig_GROW_060.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_TroutBig_GROW_061.jpg",NA,"Marquette","TROUTBIG","52-710",259.08,317.5,299.72
59963410,7,1,16,"June",1981,17,"June",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Witch_GROW_071.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Witch_GROW_072.jpg",NA,"Marquette","WITCH","52-666",670.56,NA,670.56
59963427,6,1,18,"May",1992,29,"May",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mason_Hamlin_GROW_202.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mason_Hamlin_GROW_203.jpg",NA,"Mason","HAMLIN","53-155",635,NA,635
59963662,5,1,2,"May",1984,11,"May",1984,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_HILLMAN_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_HILLMAN_GROW_0001_2.jpeg",NA,"MONTMORENCY","HILLMAN","60-176",538.48,NA,538.48
59963683,3,1,8,"June",1966,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_MCCORMICK_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_MCCORMICK_GROW_0001_2.jpeg",NA,"MONTMORENCY","MCCORMICK","60-74",444.5,NA,444.5
59963693,5,1,23,"April",1970,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0004_2.jpeg",NA,"MONTMORENCY","SAGE","60-34",495.3,NA,495.3
59963698,8,1,25,"June",1975,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0002_2.jpeg",NA,"MONTMORENCY","SAGEEAST","60-34",698.5,NA,698.5
59963922,6,1,8,"December",1988,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/NEWAYGO_CRYSTAL_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/NEWAYGO_CRYSTAL_GROW_0005_2.jpeg",NA,"NEWAYGO","CRYSTAL","62-192",558.8,NA,558.8
59964405,2,1,25,"May",1988,27,"May",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_DEVOE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_DEVOE_GROW_0001_2.jpeg",NA,"OGEMAW","DEVOE","65-133",167.64,NA,167.64
59964407,2,1,1,"October",1992,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_DEVOE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_DEVOE_GROW_0002_2.jpeg",NA,"OGEMAW","DEVOE","65-133",459.74,NA,459.74
59964431,6,1,11,"November",1964,NA,"November",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GEORGE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GEORGE_GROW_0001_2.jpeg",NA,"OGEMAW","GEORGE","65-8",NA,NA,662.94
59964433,2,1,16,"September",1960,NA,"September",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GEORGE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GEORGE_GROW_0002_2.jpeg",NA,"OGEMAW","GEORGE","65-8",NA,NA,330.2
59964445,1,1,24,"May",1988,24,"May",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GROUSEHAVEN_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OGEMAW_GROUSEHAVEN_GROW_0001_2.jpeg",NA,"OGEMAW","GROUSEHAVEN","65-123",185.42,NA,185.42
59964499,3,17,NA,"August",1977,NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_ROBBINS_GROW_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_ROBBINS_GROW_0001_2.jpg",NA,"ONTONAGON","ROBBINS","66-175",391.16,454.66,424.18
59964500,2,1,22,"October",1981,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_PAULDING_GROW_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_PAULDING_GROW_0001_2.jpg",NA,"ONTONAGON","PAULDING","66-172",238.76,NA,238.76
59964515,2,3,8,"August",1985,9,"August",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0001_2.jpg",NA,"OSCEOLA","CENTER","67-377",208.28,304.8,248.92
59964533,2,2,19,"July",1971,20,"July",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0002_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0002_2.jpg",NA,"OSCEOLA","CENTER","67-377",241.3,254,246.38
59964534,2,1,28,"February",1968,10,"September",1968,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0004_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0004_2.jpg",NA,"OSCEOLA","CENTER","67-377",279.4,NA,279.4
59964535,2,11,1,"September",1982,2,"September",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0003_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0003_2.jpg",NA,"OSCEOLA","CENTER","67-377",238.76,345.44,287.02
59964536,2,1,21,"April",1992,21,"April",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0006_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0006_2.jpg",NA,"OSCEOLA","CENTER","67-377",345.44,NA,345.44
59964537,2,1,28,"February",1968,10,"September",1968,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0005_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_CENTER_GROW_0005_2.jpg",NA,"OSCEOLA","CENTER","67-377",279.4,NA,279.4
59964617,1,1,26,"March",1982,NA,"March",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_MIO_GROW_0024_3.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_MIO_GROW_0024_4.jpg",NA,"OSCODA","MIO","68-53",81.28,NA,81.28
59964641,3,1,18,"April",1984,1,"May",1984,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0003_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0003_2.jpg",NA,"OSCODA","SMITH","68-99",314.96,NA,314.96
59964642,2,12,11,"April",1983,4,"May",1983,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0005_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0005_2.jpg",NA,"OSCODA","SMITH","68-99",256.54,297.18,279.4
59964643,1,20,10,"August",1982,11,"August",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0004_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0004_2.jpg",NA,"OSCODA","SMITH","68-99",190.5,256.54,228.6
59964644,4,1,19,"April",1985,3,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0006_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCODA_SMITH_GROW_0006_2.jpg",NA,"OSCODA","SMITH","68-99",424.18,NA,424.18
61361993,1,8,13,"June",1963,2,"August",1963,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CEDAR11N5W_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CEDAR11N5W_GROW_0001_2.jpeg",NA,"MONTCALM","CEDAR","59-421",114.3,157.48,134.62
61362066,4,1,15,"May",1970,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_NEVINS_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_NEVINS_GROW_0002_2.jpeg",NA,"MONTCALM","NEVINS","59-177",NA,NA,685.8
61362068,4,1,15,"May",1970,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_NEVINS_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_NEVINS_GROW_0001_2.jpeg",NA,"MONTCALM","NEVINS","59-177",NA,NA,685.8
61379414,4,1,13,"July",1968,14,"July",1968,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_MAYNARD_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_MAYNARD_GROW_0002_2.jpeg",NA,"CALHOUN","MAYNARD","13-446",NA,NA,360.68
59962932,6,1,18,"May",1993,21,"May",1993,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_156.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_157.jpg",NA,"Leelanau","LEELANAUSOUTH","45-3",594.36,NA,594.36
58642617,4,1,23,"July",1992,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Barry_Deep_8-619_1992_GROW_001_01.jpg",NA,NA,"Barry","DEEP","8-619",454.66,NA,454.66
58642620,2,4,30,"June",1994,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Barry_Deep_8-619_1994_GROW_001_01.jpg",NA,NA,"Barry","DEEP","8-619",347.98,411.48,375.92
58642622,3,2,10,"May",1984,NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg",NA,NA,"Charlevoix","CHARLEVOIX","15-21",591.82,635,614.68
58642628,2,27,29,"September",1992,29,"September",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg",NA,NA,"Cheboygan","TWINS","16-194",259.08,337.82,304.8
58642633,2,5,15,"October",1992,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg",NA,NA,"Cheboygan","WEBER","16-142",312.42,355.6,342.9
58642679,4,2,NA,"May",1977,NA,"May",1977,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Houghton_Bob_31-585_1977_GROW_001_01.jpg",NA,NA,"Houghton","BOB","31-585",408.94,457.2,434.34
58642687,4,2,NA,"May",1977,NA,"May",1977,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Houghton_Bob_GROW_005.jpg",NA,NA,"Houghton","BOB","31-585",408.94,457.2,434.34
58642734,3,4,12,"August",1982,12,"August",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_GuernseyBig_GROW_005.jpg",NA,NA,"Kalkaska","GUERNSEYBIG","40-192",459.74,477.52,467.36
58642753,5,1,29,"August",1984,29,"May",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kent_Long_GROW_002.jpg",NA,"two dates, no way to distinguish between surveys ","Kent","LONG","41-732",482.6,NA,482.6
58746189,4,2,13,"August",1985,13,"August",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Rim_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Rim_GROW_003.jpeg",NA,"Schoolcraft","RIM","75-549",396.24,406.4,401.32
58746335,2,2,11,"September",1985,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Ashford_GROW_042.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Ashford_GROW_041.jpeg",NA,"Schoolcraft","ASHFORD","75-294",264.16,266.7,264.16
58746337,4,2,30,"July",1966,NA,"July",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Ashford_GROW_030.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Ashford_GROW_029.jpeg",NA,"Schoolcraft","ASHFORD","75-294",467.36,497.84,482.6
58746370,2,6,7,"November",1985,7,"November",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Trout_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Trout_GROW_005.jpeg",NA,"PresqueIsle","TROUT","71-119",236.22,342.9,312.42
58746497,4,2,6,"November",1981,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_024.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_023.jpeg",NA,"Otsego","PICKEREL","69-318",462.28,518.16,490.22
58746499,5,1,26,"October",1983,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_026.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_025.jpeg",NA,"Otsego","PICKEREL","69-318",467.36,NA,467.36
58746500,4,2,8,"November",1985,NA,"November",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_020.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Pickerel_GROW_019.jpeg",NA,"Otsego","PICKEREL","69-318",398.78,429.26,414.02
58746540,6,1,5,"October",1992,6,"October",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LowerChub_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LowerChub_GROW_003.jpeg",NA,"Otsego","LOWERCHUB","69-51",637.54,NA,637.54
58746567,3,1,28,"June",1968,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Emerald_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Emerald_GROW_003.jpeg",NA,"Otsego","EMERALD","69-46",505.46,NA,505.46
58746590,4,2,31,"October",1981,31,"October",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Chub_GROW_014.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Chub_GROW_013.jpeg",NA,"Otsego","CHUB","69-66",457.2,495.3,477.52
58746591,4,2,2,"May",1973,2,"May",1973,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Chub_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Chub_GROW_011.jpeg",NA,"Otsego","CHUB","69-66",462.28,497.84,477.52
58746594,4,1,27,"October",1981,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bridge_GROW_016.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bridge_GROW_015.jpeg",NA,"Otsego","BRIDGE","69-78",495.3,NA,495.3
58746596,4,1,27,"October",1981,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bridge_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bridge_GROW_011.jpeg",NA,"Otsego","BRIDGE","69-78",495.3,NA,495.3
58753884,2,1,29,"October",1985,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Boyne Falls Pond2.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Boyne Falls Pond2p2.jpg",NA,"Charlevoix","BOYNEFALLS","15-14",266.7,NA,266.7
58753885,2,10,29,"October",1981,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Boyne Falls Pond3.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Boyne Falls Pond3p2.jpg",NA,"Charlevoix","BOYNEFALLS","15-14",226.06,302.26,256.54
58753887,2,1,29,"October",1985,29,"October",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01p2.jpg",NA,"Charlevoix","BOYNEFALLS","15-14",266.7,NA,266.7
58753888,2,10,29,"October",1981,29,"October",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_3.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_3p2.jpg",NA,"Charlevoix","BOYNEFALLS","15-14",226.06,302.26,256.54
