subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments
59965004,"[['The', 'The'], ['""experimental""', '""experimental""'], ['gill', 'gill'], ['nets', 'nets'], ['were', 'were'], ['made', 'made'], ['up', 'up'], ['of', 'of'], ['five', 'five'], ['25', ''], ['foot', '25-foot'], ['lengths', 'lengths'], ['of', 'of'], ['different', 'different'], ['sized', 'sized'], ['mesh,', 'mesh,'], ['one', 'one'], ['section', 'section'], ['each', 'each'], ['of', 'of'], ['3/4.', '3/4,'], ['1,', '1,'], ['1', '1'], ['1/4,', '1/4,'], ['1', '1'], ['1/2', '1/2,'], ['and', 'and'], ['2', ''], ['inch', '2-inch'], ['mesh', 'mesh.']]",1.766666667,"The ""experimental"" gill nets were made up of five 25 foot lengths of different sized mesh, one section each of 3/4. 1, 1 1/4, 1 1/2 and 2 inch mesh","The ""experimental"" gill nets were made up of five 25 foot lengths of different sized mesh, one section each of 3/4. 1, 1 1/4, 1 1/2 and 2-inch mesh.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0015_2.jpeg,
59965045,"[['Net', 'Net', 'Net'], ['set', 'set', 'set'], ['perpendicular', 'perpendicular', 'perpendicular'], ['to', 'to', 'to'], ['dropoff.', 'dropoff.', 'drop'], ['*best', '*', ''], ['Scirpus,', '', ''], ['Nuphar', '', ''], ['advemin,', '', ''], ['Nymphae', '', ''], ['odonata', 'Also', 'off.']]",1.818181818,"Net set perpendicular to dropoff. *best Scirpus, Nuphar advemin, Nymphae odonata","Net set perpendicular to dropoff. *also Scirpus, Nuphar advemin, Nymphae odonata",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0005_2.jpeg,
59965080,"[['Good', 'Good', 'Good'], ['set', 'set', 'Set'], ['-', '-', '-'], ['set', 'set', 'Set'], ['in', 'on', 'on'], ['SE', 'S.E.-N.W.', 'S.W.-N.W.'], ['-', '', ''], ['NW', '', ''], ['axis', 'axis.', 'axis.']]",1.888888889,Good set - set on SE - NW axis.,Good set - set on S.E. - N.W. axis.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0033_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0033_2.jpeg,
59965082,"[['Net', 'Net'], ['set', 'set'], ['on', 'on'], ['sharp', 'sharp'], ['drop', 'drop'], ['off', 'off'], ['which', 'which'], ['comes', 'comes'], ['within', 'within'], ['20', '20'], ['feet', 'ft.'], ['of', 'of'], ['shore', 'shore'], ['at', 'at'], ['this', 'this'], ['point.', 'point.'], ['1', '1'], ['lunger,', 'buchat,'], ['1', '1'], ['trout,', 'trout,'], ['2', '2'], ['ciscoes,', 'ciscos'], ['1', '1'], ['perch', 'perch']]",1.875,"Net set on sharp drop off which comes within 20 feet of shore at this point. 1 lunger, 1 trout, 2 ciscoes, 1 perch","Net set on sharp drop off which comes within 20 feet of shore at this point. 1 lunger, 1 trout, 2 ciscoes, 1 perch",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0037_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0037_2.jpeg,
59965086,"[['Net', 'Net'], ['set', 'set'], ['parallel', 'parallel'], ['to', 'to'], ['shore', 'shore'], ['across', 'across'], ['a', 'a'], ['deep', 'deep'], ['dentation', 'dentation'], ['in', 'in'], ['the', 'the'], ['sand', 'sand'], ['shoal.', 'shoal.'], ['', 'No'], ['', 'fish.']]",1.866666667,Net set parallel to shore across a deep dentation in the sand shoal. No fish.,Net set parallel to shore across a deep dentation in the sand shoal. No fish.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0039_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0039_2.jpeg,
59965087,"[['Net', 'Net', 'Net'], ['set', 'set', 'set'], ['in', 'in', ''], ['north', 'north', ''], ['&', 'and', ''], ['south', 'south', ''], ['axis.', 'axis.', ''], ['2', '2', ''], ['Ersive', 'Ciscoes', ''], ['netted', 'netted,', ''], ['one', 'one', ''], ['in', '-', ''], ['1""', '1""', ''], ['mesh', 'mesh', ''], ['1', 'and', ''], ['in', 'one', 'in'], ['1', '1', ''], ['1/2""', '1/2""', ''], ['', 'bar', ''], ['mesh.', 'mesh.', ''], ['2', '2', ''], ['Ersive', 'Ciscoes', ''], ['taken.', 'taken.', '']]",1.782608696,"Net set in north & south axis. 2 Ersive netted one in 1"" mesh 1 in 1 1/2"" bar mesh. 2 Ersive taken.","Net set in north & south axis. 2 cisco netted one in 1"" mesh 1 in 1 1/2"" bar mesh. ",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0040_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0040_2.jpeg,
59965099,"[['net', 'Net'], ['line', 'line'], ['tied', 'tied'], ['to', 'to'], ['a', ''], ['[unclear]', 'willow'], ['Bark', 'birch'], ['on', 'on'], ['shore.-', 'shore'], ['', '-'], ['Swamped', 'swamped'], ['evat', 'line'], ['getting', 'getting'], ['away', 'away'], ['-', '-'], ['2', '2'], ['suckers', 'suckers.']]",1.470588235,net line tied to a [unclear] Bark on shore.- - Swamped evat getting away - 2 suckers,net line tied to a willow birch on shore.  2 suckers,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0054_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0054_2.jpeg,
59965100,"[['Net', 'Net'], ['set', 'set'], ['parallel', 'parallel'], ['to', 'to'], ['shore', 'shore'], ['-', '-'], ['good', 'good'], ['set.', 'set'], ['1', '1'], ['lake', 'lake'], ['trout,', 'caught'], ['7', '7'], ['Cisco.', 'ciscoe.'], ['Lake', 'Lake'], ['trout', 'trout'], ['had', 'had'], ['young', 'young'], ['Ciscoe', 'ciscoe'], ['in', 'in'], ['stomach.', 'stomach.']]",1.8,"Net set parallel to shore - good set. 1 lake trout, 7 Cisco. Lake trout had young Ciscoe in stomach.","Net set parallel to shore - good set. 1 lake trout, 7 Cisco. Lake trout had young Ciscoe in stomach.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0053_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0053_2.jpeg,
59965114,"[['Net', 'NET', 'net'], ['sent', 'SET', 'set'], ['perpendicular', 'PERPENDICULAR', 'perpendicular'], ['to', 'TO', 'to'], ['point', 'POINT', 'point']]",1.6,Net sent perpendicular to point,Net sent perpendicular to point,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0066_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0066_2.jpeg,
59965115,"[['3', '3'], ['Cisco', 'cisco']]",1.5,3 Cisco,3 Cisco,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0070_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0070_2.jpeg,
59965123,"[['Hauls', 'Hauls'], ['made', 'made'], ['on', 'on'], ['both', 'both'], ['north', 'north'], ['and', 'and'], ['south', 'south'], ['sides', 'side'], ['of', 'of'], ['each', 'each'], ['point.', 'point.']]",1.909090909,Hauls made on both north and south sides of each point.,Hauls made on both north and south sides of each point.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0077_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0077_2.jpeg,
59965130,"[['Net', 'Net'], ['suspended', 'suspended'], ['to', 'to'], [""150'."", '150'], ['', 'ft.'], ['No', 'No'], ['fish', 'fish'], ['taken.', 'taken.']]",1.75,Net suspended to 150'. ft. No fish taken.,Net suspended to 150 ft. No fish taken,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0083_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0083_2.jpeg,
59965138,"[['Net', 'Net'], ['suspended', 'suspended'], ['at', 'at'], ['120', ""120'""], ['ft.', ''], ['depth', 'depth'], ['-', '-'], ['set', 'set'], ['in', 'in'], ['same', 'same'], ['location', 'location'], ['as', 'as'], ['48', '4Y.'], ['-', 'N'], ['no', ''], ['fish', 'fish.']]",1.625,Net suspended at 120 ft. depth - set in same location as 48 - no fish,Net suspended at 120 ft. depth - set in same location as 48 - no fish,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0090_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0090_2.jpeg,
59965151,"[['Net', 'Net', 'NET'], ['set', 'set', 'SET'], ['parallel', 'parallel', 'PARRELL'], ['to', 'to', 'TO'], ['dropoff', 'drop', 'SHORE.'], ['', 'off', 'THROUGH'], ['through', 'through', 'VEGETATION'], ['vegetation', 'vegetation', 'GROWING'], ['growing', 'growing', 'TO'], ['to', 'to', 'A'], ['a', 'a', 'DEPTH'], ['depth', 'depth', 'OF'], ['of', 'of', ''], ['14', '14', '14'], ['feet.', 'feet.', 'FEET']]",1.933333333,Net set parallel to dropoff off through vegetation growing to a depth of 14 feet.,Net set parallel to dropoff off through vegetation growing to a depth of 14 feet.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0011_2.jpeg,
59965234,"[['Deadheads,', 'avided', 'Deadheads,'], ['sharp', '', 'sharp'], ['depth', '', 'depth'], ['changes,', '', 'changes,'], ['boulders,', '', 'boulders,'], ['etc.,', '', 'etc.'], ['prevented', '', 'prevented'], ['a', '', 'a'], ['greater', '', 'great'], ['area', '', 'area'], ['being', '', 'being'], ['covered.', 'some', 'covered.'], ['Six', '', 'Six'], ['fingerling', '', 'fingerling'], ['smallmouth', '', 'smallmouth'], ['bass', 'bass', 'bass'], ['(3', '', '(3-3'], ['-', '', ''], ['3', '', ''], ['1/2""', '', '1/2""'], ['', '', 'T.'], ['T.L.)', '', 'L.)'], ['were', '', 'were'], ['observed', '', 'observed'], ['but', '', 'but'], ['avoided', '', 'avoided'], ['efforts', '', 'efforts'], ['at', '', 'at'], ['capture.', '', 'capture.']]",1.793103448,"Deadheads, sharp depth changes, boulders, etc., prevented a greater area being covered. Six fingerling smallmouth bass (3 - 3 1/2"" T. T.L.) were observed but avoided efforts at capture.","deadheads, sharp depth changes, boulders, etc., prevented a greater area being covered. Six fingerling smallmouth bass (3 - 3 1/2"" T.L.) were observed but avoided efforts at capture.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_COON_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_COON_FISHc_0003_2.jpeg,
59965264,"[['July,'], ['28,'], ['1950']]",1,28-Jul-50,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0019_2.jpeg,
59965280,"[['Lake', 'Lake', 'LAKE'], ['looks', 'looks', 'LOOKS'], ['as', 'as', 'AS'], ['if', 'if', 'IF'], ['it', 'it', 'IT'], ['would', 'would', 'WOULD'], ['be', 'be', 'BE'], ['prone', 'prone', 'PRONE'], ['to', 'to', 'TO'], ['winterkill,', 'winterkill,', 'WINTERKILL,'], ['but', 'but', 'BUT'], ['is', 'is', 'IS'], ['apparently', 'apparently', 'APPARENTLY'], ['not', 'not', 'NOT'], ['since', 'since', 'SINCE'], ['trout', 'trout', 'TROUGHT'], ['survived', 'survived', 'SURVIVED'], ['through', 'through', 'THROUGH'], ['long', 'long', 'LONG'], ['winter', 'winter', 'WINTER'], ['of', 'of', 'OF'], ['1961-62.', '1961-62.', '1961'], ['', '', '-62']]",1.956521739,"Lake looks as if it would be prone to winterkill, but is apparently not since trout survived through long winter of 1961-62. -62","Lake looks as if it would be prone to winterkill, but is apparently not since trout survived through long winter of 1961-62.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ENGMANS_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ENGMANS_FISHc_0001_2.jpeg,
59965325,"[['All', 'All'], ['fish', 'fish'], ['discarded', 'discarded.']]",1.666666667,All fish discarded,All fish discarded,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KEEWAYDIN_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KEEWAYDIN_FISHc_0006_2.jpeg,
59965370,"[['All'], ['fish'], ['discarded']]",1,All fish discarded,All fish discarded.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0033_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0033_2.jpeg,
59965589,"[['4:10'], ['p.m.'], ['-'], ['10:40'], ['a.m.']]",1,4:10 p.m. - 10:40 a.m.,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0002_2.jpeg,
59965644,[['blank']],1,blank,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0005_2.jpeg,
59965653,"[['Chironomidae'], ['larvae'], ['and'], ['Tubifiscidae'], ['(common'], ['to'], ['rare)']]",1,Chironomidae larvae and Tubifiscidae (common to rare),NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0016_2.jpeg,
59965767,"[['1:30'], ['PM'], ['-'], ['11:45'], ['AM']]",1,1:30 PM - 11:45 AM,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0034_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0034_2.jpeg,
59965885,"[['yellow', 'Yellow', 'yellow'], ['bullhead', 'Bullhead', 'bullhead'], ['10.5', '10.5-15', '10.5'], ['-', '', '-'], ['14', '', '14oz'], ['oz.', 'oz.', '']]",1.833333333,yellow bullhead 10.5 - 14 oz.,yellow Bullhead 10.5 - 14 oz.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0010_2.jpeg,
59965894,"[['Yellow', 'Yellow'], ['Bullhead', 'Bullhead'], ['8.5""', '8.5""'], ['-', ''], ['5', '5'], ['oz.', 'oz,'], [',', ''], ['6.4""', '6.4""'], ['-', ''], ['3', ''], ['oz.,', '3oz,'], ['8.5""', '8.5""'], ['-', ''], ['5', '5'], ['1/2', '1/2'], ['oz.,', 'oz,'], ['6.5""', '6.5""'], ['-', ''], ['2', '2'], ['1/2', '1/2'], ['oz.', 'oz.'], ['5', '5'], ['partially', 'partially'], ['eaten', 'eaten'], ['Bluegills.', 'Bluegills']]",1.6,"Yellow Bullhead 8.5"" - 5 oz. , 6.4"" - 3 oz., 8.5"" - 5 1/2 oz., 6.5"" - 2 1/2 oz. 5 partially eaten Bluegills.","Yellow Bullhead 8.5"" - 5 oz. , 6.4"" - 3 oz., 8.5"" - 5 1/2 oz., 6.5"" - 2 1/2 oz. 5 partially eaten Bluegills.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0018_2.jpeg,
59965906,"[['Yellow', 'Yellow', 'Yellow'], ['bullhead', 'Bullhead', 'Bullhead'], ['10.8"",', '10.8""-11', '10.8'], ['', '', 'inches-11'], ['11oz', 'oz.', 'oz.']]",1.8,"Yellow Bullhead 10.8"", inches-11 oz.","Yellow Bullhead 10.8""-11 oz.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0014_2.jpeg,
59965908,"[['Net', 'net', 'Net'], ['was', 'was', 'was'], ['pulled', 'pulled', 'pulled'], ['by', 'by', 'by'], ['fisherman.', 'fisherman.', 'fisherman.'], ['Y.', 'Y.', 'Y.'], ['Bullhead', 'Bullhead', 'Bullhead'], ['11.2""', '11.2-13oz', '11.2'], ['-', '', 'inches-13'], ['13oz.', '', 'ounces.'], ['Yellow', 'Yellow', 'Yellow'], ['Bullheads', 'Bullheads', 'Bullheads'], ['8.4""', '8.4""-6oz,', '8.4'], ['6', '9.6""-7oz,', 'inches-6'], ['oz,', '8.0""-45oz,', 'ounces,'], ['9.6""', '13.1""-6oz,', '9.6'], ['-', '10.31""-9oz,', 'inches-7'], ['9', '', ''], ['oz,', '8.5""-7oz,', 'ounces,'], ['8.0""', '', '8.0'], ['-', '11""-12', 'inches-4'], ['4', '', ''], ['1/2', '1/2oz,', '1/2'], ['oz,', '', 'ounces,'], ['13.1""', '', '13.1'], ['-', '', 'inches-'], ['1', '', ''], ['lb', '', ''], ['6', '', '6'], ['oz,', '', 'ounces,'], ['10.3""', '', '10.3'], ['-', '', 'inches-9'], ['9', '', ''], ['oz.,', '', 'ounces,'], ['8.5""', '', '8.5'], ['-', '', 'inches-7'], ['7', '', ''], ['oz,', '', 'ounces.'], ['11.0""', '', '11.0'], ['-', '', ''], ['12', '', 'inches-12'], ['1/2', '', '1/2'], ['oz,', '', 'ounces,'], ['10.1""', '10.1-9', '10.1'], ['-', '', 'inches-9'], ['9', '', ''], ['1/2', '1/2', '1/2'], ['oz.,', '', 'ounces,'], ['8.9""', '', '8.9'], ['-', '', 'inches-6'], ['6', '', 'ounces,'], ['oz,', '', '9.0'], ['9.0""', '', 'inches-7'], ['-', '', 'ounces,'], ['7', '', '11.1'], ['oz,', 'oz,', 'inches-14'], ['11.1""', '8.9""-6oz,', 'ounces,'], ['-', '9.0""-7oz,', ''], ['14', '11.1""-14oz', ''], ['oz.', '', '']]",1.383333333,"Net was pulled by fisherman. Y. Bullhead 11.2"" - 13oz. Yellow Bullheads 8.4"" 6 oz, 9.6"" - 9 oz, 8.0"" - 4 1/2 oz, 13.1"" - 1 lb 6 oz, 10.3"" - 9 oz., 8.5"" - 7 oz, 11.0"" - 12 1/2 oz, 10.1"" - 9 1/2 oz., 8.9"" - 6 oz, 9.0"" - 7 oz, 11.1"" - 14 oz.","Net was pulled by fisherman. Y. Bullhead 11.2"" - 13oz. Yellow Bullheads 8.4"" - 6 oz, 9.6"" - 9 oz, 8.0"" - 4 1/2 oz, 13.1"" - 1 lb 6 oz, 10.3"" - 9 oz., 8.5"" - 7 oz, 11.0"" - 12 1/2 oz, 10.1"" - 9 1/2 oz., 8.9"" - 6 oz, 9.0"" - 7 oz, 11.1"" - 14 oz.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0017_2.jpeg,
59965910,"[['', 'P.', 'P.'], ['', 'with', 'with'], ['', 'glans', 'glands'], ['', 'step,', 'step'], ['no', 'not', 'not'], ['', 'shleathing.', 'hatching.'], ['', '3', '3'], ['', '[unclear],', '[n?),'], ['', 'top', 'tip'], ['', 'kind', 'kind'], ['', 'of', 'of'], ['', 'Bluntly', 'bluntly'], ['', 'pointed.', 'pointed.'], ['', 'NO', 'No'], ['fish', 'FISH', 'fish.']]",1.466666667,"P. with glans step, not shleathing. 3 [unclear], top kind of Bluntly pointed. NO fish",No FISH,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0010_2.jpeg,Remarks Section in unreadable for most part.
59965974,"[['1', '1', '1'], ['yelloe', 'yellow', 'Yellow'], ['bullhead', 'Bullhead', 'Bullhead'], ['11""', '11""', '11""'], ['10', '10', '10'], ['oz;', 'oz;P.', 'oz;'], ['P.', '', ''], ['angustifalia', 'angustefalees', ''], ['or', 'or', ''], ['poss', 'poss.', ''], ['P.', 'P.', ''], ['gramineus,', 'gramineas', ''], ['', '1', '1'], ['Partially', 'partially', 'partially'], ['eaten', 'eaten', 'eaten'], ['Bluegill.', 'Bluegill', 'Bluegill']]",1.9375,"1 yelloe Bullhead 11"" 10 oz; P. angustifalia or poss P. gramineus, 1 partially eaten Bluegill","1 yellow Bullhead 11"" 10 oz; P. angustifalia or poss P. gramineus, 1 partially eaten Bluegill",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0013_2.jpeg,
59965976,"[['', 'P.'], ['', 'robbinsii,'], ['', 'Ceratophyllum,'], ['1', '1'], ['yellow', 'yellow'], ['Bullhead', 'bullhead'], ['9.2""', '9.2""'], ['4', '4'], ['oz.,', 'oz.'], ['2', '2'], ['partly', 'partly'], ['eaten', 'eaten'], ['Bluegills', 'Bluegills']]",1.615384615,"P. robbinsii, Ceratophyllum, 1 yellow Bullhead 9.2"" 4 oz., 2 partly eaten Bluegills",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0014_2.jpeg,
59965986,"[['Yellow', 'yellow', 'Yellow'], ['Bullhead', 'Bullhead', 'Bullhead'], ['10.2""', '10.2""', '10.2""-8'], ['8', '-', 'oz.;'], ['oz;', '8g.,', '8.5""-5oz.;'], ['85""', '8.5""', '9.6""-7'], ['5oz,;', '5g.,', 'oz.;'], ['8.8""', '8.8""', '8.2""-5'], ['6', '-', ''], ['oz;', '6g.,', 'oz.;'], ['9.6""', '9.6""', ''], ['7', '-', ''], ['oz;', '7g.,', ''], ['8.2""', '8.2""', ''], ['5', '-', ''], ['oz;', '5g.,', ''], ['2', '2', '2'], ['partially', 'partially', 'partially'], ['eaten', 'eaten', 'eaten'], ['yellow', 'yellow', 'yellow'], ['bullheads,', 'bullheads,', 'bullheads,'], ['2', '2', '2'], ['partially', 'partially', 'partially'], ['eaten', 'eaten', 'eaten'], ['walleyes', 'warmouths', 'warmouths']]",1.96,"Yellow Bullhead 10.2"" 8 oz; 85"" 5oz,; 8.8"" 6 oz; 9.6"" 7 oz; 8.2"" 5 oz; 2 partially eaten yellow bullheads, 2 partially eaten warmouths","Yellow Bullhead 10.2"" - 8 oz; 8.5"" - 5oz; 8.8"" - 6 oz; 9.6"" - 7 oz; 8.2"" - 5 oz; 2 partially eaten yellow bullheads, 2 partially eaten warmouths",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0025_2.jpeg,
59965987,"[['Yellow', 'Yellow', 'Yellow'], ['Bullhead', 'bullhead', 'Bullhead'], ['8.2""', '8.2""-5oz..', '8.2""'], ['-', '', '-'], ['5', '', '5'], ['oz.,', '8.2""-6oz.,', 'oz.;'], ['8.2""', '', '8.2""'], ['-', '', '-'], ['6', '', '6'], ['oz.,,', '', 'oz.;'], ['8.4""', '8.4""-6oz,,', '8.4""'], ['-', '', '-'], ['6', '', '6'], ['oz.,', '', 'oz.,'], ['9.9""', '9.9""-8oz.', '9.9""'], ['-', '', '-'], ['8', '', '8'], ['oz.', '', 'oz.']]",1.944444444,"Yellow Bullhead 8.2"" - 5 oz., 8.2"" - 6 oz.,, 8.4"" - 6 oz., 9.9"" - 8 oz.","Yellow Bullhead 8.2"" - 5 oz., 8.2"" - 6 oz., 8.4"" - 6 oz., 9.9"" - 8 oz.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0023_2.jpeg,
59965993,"[['Set'], ['Sept.'], ['5,'], ['lifted'], ['Sept.'], ['6,'], ['1950']]",1,"Set Sept. 5, lifted Sept. 6, 1950",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_ANN_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_ANN_FISHc_0007_2.jpeg,
