subject_id,gear_used_kind,gear_used_mesh,gear_used_length,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_effort,gear_effort_units,front,back,comments
58752081,4 gillnets nets,"3 experimental, 1- 1.5 inch bar",125 feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Ottawa_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Ottawa_FISHc_057.jpg,
58752108,"2 trapnets, 4feet x 6feet",1 - 1-inch bar,150feet lead,trap,trapnets,2,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Perch_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Perch_FISHc_010.jpg,
58752110,"9 fyke net days, 12 gill net days.","1inches-1 inch - 1.5inches inch fyke, gill variable","fyke variable, gillnet 125 125feet",gill,gill,1,,,125,feet,12,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_008.jpg,
58752110,"9 fyke net days, 12 gill net days.","1inches-1 inch - 1.5inches inch fyke, gill variable","fyke variable, gillnet 125 125feet",fyke,fyke,1,1-1.5,inches,,,9,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_008.jpg,
58752111,"2 trapnets, 4feet x x 6feet feet",1-inch bar,150feet feet lead,trap,trapnets,2,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Perch_36-1529_1959_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Perch_36-1529_1959_FISHc_003_02.jpg,
58752122,1 trapnet; netfeet 2 fykes fished 2 days,NA,NA,fyke,fykes,2,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Robinson_FISHc_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Robinson_FISHc_023.jpg,
58752122,1 trapnet; netfeet 2 fykes fished 2 days,NA,NA,trap,trapnet,1,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Robinson_FISHc_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Robinson_FISHc_023.jpg,
58752143,two 4x6feet trapnets,1-inch bar,150 feet lead,trap,trapnets,2,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Runkle_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Runkle_FISHc_037.jpg,
58752158,2 - 4feet feet fyke nets,1 inch bar,125feet feet lead,fyke,fyke,2,1,inches,125,feet lead,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_020.jpg,
58752160,"4 experimental, 1-1.5inches bar",NA,125feet each,gill,experimental,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Smoky_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Smoky_FISHc_032.jpg,
58752160,"4 experimental, 1-1.5inches bar",NA,125feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Smoky_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Smoky_FISHc_032.jpg,
58752162,"4 trapnet nets days, 8 fykenet net days",1 inch,50-150 feet,fyke,fykenet,1,1,inches,50-150,feet,8,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_016.jpg,
58752162,"4 trapnet nets days, 8 fykenet net days",1 inch,50-150 feet,trap,trapnet,1,1,inches,50-150,feet,4,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_016.jpg,
58752198,2 trap nets; 2 fyke nets,NA,NA,fyke,fyke,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_022.jpg,
58752198,2 trap nets; 2 fyke nets,NA,NA,trap,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_022.jpg,
58752204,3 gillnets nets,experimental 0.75inches to 2inches bar,125feet each,gill,experimental,3,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_030.jpg,
58752205,1 4x6 feet trap net,1 1-inch bar,150 feet lead,trap,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_026.jpg,
58752208,3 trap nets (2 days) 3 fyke nets (2 days) 3 gill nets (1 day),variable,gill net - 125 feet,gill,gill,3,,,125,feet,1,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_015.jpg,
58752208,3 trap nets (2 days) 3 fyke nets (2 days) 3 gill nets (1 day),variable,gill net - 125 feet,fyke,fyke,3,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_015.jpg,
58752208,3 trap nets (2 days) 3 fyke nets (2 days) 3 gill nets (1 day),variable,gill net - 125 feet,trap,trap,3,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_015.jpg,
58752210,"a/c boomshocker, 3 electrodes, 2-4 amps",NA,NA,shock,boomshocker,NA,,,90,minutes,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_021.jpg,
58752219,"trap, fyke and gillnets nets",fyke - 1 0.25inches stretch trap - 1inches stretch gillnet - variable,gillnet - 125feet,gill,gillnets,1,,,125,feet,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_055.jpg,
58752219,"trap, fyke and gillnets nets",fyke - 1 0.25inches stretch trap - 1inches stretch gillnet - variable,gillnet - 125feet,fyke,fyke,1,1.5,inches,,,1,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_055.jpg,
58752219,"trap, fyke and gillnets nets",fyke - 1 0.25inches stretch trap - 1inches stretch gillnet - variable,gillnet - 125feet,trap,trap,1,1,inches,,,3,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_055.jpg,
58752223,"3 trap nets, 3 fyke nets, 3 gill nets",experimental,gill net 125feet,gill,experimental,3,,,125,feet,1,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_024.jpg,
58752223,"3 trap nets, 3 fyke nets, 3 gill nets",experimental,gill net 125feet,fyke,fyke,3,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_024.jpg,
58752223,"3 trap nets, 3 fyke nets, 3 gill nets",experimental,gill net 125feet,trap,trap,3,,,,,2,days,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Swan_FISHc_024.jpg,
58752226,3 gillnets,1 - 1.5 inch bar 2 - experimental,125feet feet each,gill,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_002_02.jpg,
58752226,3 gillnets,1 - 1.5 inch bar 2 - experimental,125feet feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_002_02.jpg,
58752231,3 gillnets nets.,"2 experimental, 1.5 bar",125feet each,gill,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_003_02.jpg,
58752231,3 gillnets nets.,"2 experimental, 1.5 bar",125feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_36-1936_1960_FISHc_003_02.jpg,
58752233,3 gill gillnets,1 - 1.5inches bar and 2 - experimental,125feet each,gill,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_008.jpg,
58752233,3 gill gillnets,1 - 1.5inches bar and 2 - experimental,125feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_008.jpg,
58752235,3 gill gillnets,1 - 1.5inches bar 2 - experimental,125feet each,gill,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_010.jpg,
58752235,3 gill gillnets,1 - 1.5inches bar 2 - experimental,125feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Tepee_FISHc_010.jpg,
58752238,2 trapnets - 4x6feet pot,"pot 1-inch bar, 1.5-inch inch bar",150 feet lead,trap,trapnets,2,1-1.5,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Wildwood_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Wildwood_FISHc_008.jpg,
58752240,4 gillnets,"3 experimental, 1- 1.5 inch bar",125feet each,gill,experimental,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Timber_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Timber_FISHc_012.jpg,
58752240,4 gillnets,"3 experimental, 1- 1.5 inch bar",125feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Timber_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Timber_FISHc_012.jpg,
58752271,exp. gill,0.75 - 2inches bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_100.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_101.jpg,
58752273,exp. gill,0.75 - 2inches bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_104.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_105.jpg,
58752284,exp. gill,0.75 - 2inches inch bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_124.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_125.jpg,
58752288,trap net,experimental,125feet,trap,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Halls_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Halls_FISHc_038.jpg,
58752289,trap net,experimental,125feet,trap,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Halls_FISHc_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Halls_FISHc_040.jpg,
58752373,3 exp gill nets,0.75 - 2inches bar,375,gill,exp,3,0.75-2,inches,375,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Batteese_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Batteese_FISHc_011.jpg,
58752407,fyke and trap nets,NA,NA,fyke,fyke,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Center_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Center_FISHc_032.jpg,
58752407,fyke and trap nets,NA,NA,trap,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Center_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Center_FISHc_032.jpg,
58752416,"bag seine, common sense",0.25inches in bag,30feet,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clark_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clark_FISHc_032.jpg,
58752416,"bag seine, common sense",0.25inches in bag,30feet,seine,common,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clark_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clark_FISHc_032.jpg,
58752483,"bag seine, common sense seine",NA,30 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Lime_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Lime_FISHc_027.jpg,
58752483,"bag seine, common sense seine",NA,30 feet,seine,common,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Lime_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Lime_FISHc_027.jpg,
58752496,bag seine & common sense,0.25inches inch in bag & common. sense,30 feet & 20 feet,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_LimeNorth_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_LimeNorth_FISHc_008.jpg,
58752496,bag seine & common sense,0.25inches inch in bag & common. sense,30 feet & 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_LimeNorth_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_LimeNorth_FISHc_008.jpg,
58752549,bag seine. common s. seine,0.25inches & 1/8inches,100feet & 30feet,seine,bag,1,0.25,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_154.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_155.jpg,
58752549,bag seine. common s. seine,0.25inches & 1/8inches,100feet & 30feet,seine,common,1,0.125,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_154.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_155.jpg,
58752555,common sense seine & bag seine,NA,20feet and 30feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_016.jpg,
58752555,common sense seine & bag seine,NA,20feet and 30feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_016.jpg,
58752556,bag seine & common sense seine,NA,30 feet & 10 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_020.jpg,
58752556,bag seine & common sense seine,NA,30 feet & 10 feet,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_FISHc_020.jpg,
58752563,fyke net (wisconsin exp.),NA,150 feet,fyke,fyke,1,,,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_086.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_087.jpg,
58752569,bag and common sense seine.,NA,30 & 20 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_023.jpg,
58752569,bag and common sense seine.,NA,30 & 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_023.jpg,
58752604,bag seine and common sense,NA,30 & 20 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_099.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_100.jpg,
58752604,bag seine and common sense,NA,30 & 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_099.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_100.jpg,
58752613,"bag seine, common sense",NA,30feet & 10feet,seine,bag,1,,,30,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_052.jpg,
58752613,"bag seine, common sense",NA,30feet & 10feet,seine,common,1,,,10,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_052.jpg,
58752615,"bag seine, common sense",NA,30-10 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_054.jpg,
58752615,"bag seine, common sense",NA,30-10 feet,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_054.jpg,
58752617,"bag seine, common sense",NA,30feet feet - 10feet feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_056.jpg,
58752617,"bag seine, common sense",NA,30feet feet - 10feet feet,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Austin_FISHc_056.jpg,
58752629,bag and common sense seines,0.25inches bag and common. sense,125 - 20 feet,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_BonnieCastle_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_BonnieCastle_FISHc_010.jpg,
58752629,bag and common sense seines,0.25inches bag and common. sense,125 - 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_BonnieCastle_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_BonnieCastle_FISHc_010.jpg,
58752634,bag and common sense seines,0.25inches inch in bag & common. sense,125 feet and 20 feet,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dustin_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dustin_FISHc_009.jpg,
58752634,bag and common sense seines,0.25inches inch in bag & common. sense,125 feet and 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dustin_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dustin_FISHc_009.jpg,
