subject_id,gear_used_kind,gear_used_length,gear_used_mesh,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_set,gear_set_units,front,back,comments
59967776,"3 fykes, 1 trap, 3 exp. gill",125feet,NA,fyke net,fykes,3,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Brocky_FISHc_052.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Brocky_FISHc_053.jpg,
59967776,"3 fykes, 1 trap, 3 exp. gill",125feet,NA,trap net,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Brocky_FISHc_052.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Brocky_FISHc_053.jpg,
59967807,gill nets (2) trap nets (1),"125feet, 125feet lead on trap",exp,gillnet,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_018.jpg,
59967807,gill nets (2) trap nets (1),"125feet, 125feet lead on trap",exp,trap net,trap,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_018.jpg,
59967808,gill nets (2); trap net (1),"125feet, 125feet lead on trap",exp,gillnet,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_024.jpg,
59967808,gill nets (2); trap net (1),"125feet, 125feet lead on trap",exp,trap net,trap,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Charleys_FISHc_024.jpg,
59967866,fyke net,100 foot lead,1 inch bar,fyke net,fyke,1,1,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Fish_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Fish_FISHc_012.jpg,
59967894,"fyke nets (4feet)  (2), exp. gill",1750feet monofilament 600feet,"variable, 2.0inches",gillnet,exp,unknown,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_GreenwoodReservoir_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_GreenwoodReservoir_FISHc_009.jpg,
59967894,"fyke nets (4feet)  (2), exp. gill",1750feet monofilament 600feet,"variable, 2.0inches",fyke net,fyke,unknown,,,4,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_GreenwoodReservoir_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_GreenwoodReservoir_FISHc_009.jpg,
59967928,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_027.jpg,
59967930,"exp. gill nets, 3feet trap nets, 4feet fyke nets, 150feet seine (.25inches mesh)",,variable,gillnet,exp,unknown,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_013.jpg,
59967930,"exp. gill nets, 3feet trap nets, 4feet fyke nets, 150feet seine (.25inches mesh)",,variable,fyke net,fyke,unknown,,,4,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_013.jpg,
59967930,"exp. gill nets, 3feet trap nets, 4feet fyke nets, 150feet seine (.25inches mesh)",,variable,seine,seine,unknown,0.25,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_013.jpg,
59967930,"exp. gill nets, 3feet trap nets, 4feet fyke nets, 150feet seine (.25inches mesh)",,variable,trap net,trap,unknown,,,3,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Horseshoe45N_FISHc_30W_S22_013.jpg,
59967932,trap net,150 feet leads,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_029.jpg,
59967933,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_033.jpg,
59967934,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_037.jpg,
59967935,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_035.jpg,
59967936,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_031.jpg,
59967937,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_039.jpg,
59967938,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_043.jpg,
59967939,trap net,150 feet leads,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_045.jpg,
59967940,trap net,150 feet lead,1 inch bar in pot,trap net,trap,1,1,inches,150,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Independence_FISHc_041.jpg,
59968005,"4 traps, 3 exp. gill, 3-2 5/8inches mesh",125feet,exp. gill & 2 5/8inches mesh,gillnet,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_082.jpg,
59968005,"4 traps, 3 exp. gill, 3-2 5/8inches mesh",125feet,exp. gill & 2 5/8inches mesh,gillnet,gill,3,2.625,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_082.jpg,
59968005,"4 traps, 3 exp. gill, 3-2 5/8inches mesh",125feet,exp. gill & 2 5/8inches mesh,trap net,traps,4,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_082.jpg,
59968011,2 gill nets,125 feet,.75 inches bar and experimental,gillnet,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_109.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_110.jpg,
59968011,2 gill nets,125 feet,.75 inches bar and experimental,gillnet,bar,1,0.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_109.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Johnson45N_FISHc_25W_S27_110.jpg,
59968026,seine,25 feet,.25inches inch bar,seine,seine,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Kawbawgam_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Kawbawgam_FISHc_020.jpg,
59968038,exp. gill net; 3inches monofilament gill net; 2 (3feet) trap nets; 2 (4feet) fyke nets,NA,variable,gillnet,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_037.jpg,
59968038,exp. gill net; 3inches monofilament gill net; 2 (3feet) trap nets; 2 (4feet) fyke nets,NA,variable,gillnet,gill,1,3,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_037.jpg,
59968038,exp. gill net; 3inches monofilament gill net; 2 (3feet) trap nets; 2 (4feet) fyke nets,NA,variable,fyke net,fyke,2,,,4,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_037.jpg,
59968038,exp. gill net; 3inches monofilament gill net; 2 (3feet) trap nets; 2 (4feet) fyke nets,NA,variable,trap net,trap,2,,,3,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_037.jpg,
59968041,2 gill nets,125feet and 125feet,exp. and 1inches bar,gillnet,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_063.jpg,
59968041,2 gill nets,125feet and 125feet,exp. and 1inches bar,gillnet,bar,1,1,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_063.jpg,
59968045,experimental gill nets,125 feet,.75 - 2 in bar,gillnet,experimental,1,.75-2,inches,125,feet,3,sets,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Little_FISHc_073.jpg,
59968154,"exp. gill (2), trap (2), fyke (1)",NA,NA,gillnet,exp,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_021.jpg,
59968154,"exp. gill (2), trap (2), fyke (1)",NA,NA,fyke net,fyke,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_021.jpg,
59968154,"exp. gill (2), trap (2), fyke (1)",NA,NA,trap net,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_021.jpg,
59968158,exp. gill (2) trap (2) fyke (1),NA,NA,gillnet,exp,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_023.jpg,
59968158,exp. gill (2) trap (2) fyke (1),NA,NA,fyke net,fyke,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_023.jpg,
59968158,exp. gill (2) trap (2) fyke (1),NA,NA,trap net,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_023.jpg,
59968168,gill net 50feet nylon seine,375 feet,variable,seine,seine,1,,,50,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_019.jpg,
59968168,gill net 50feet nylon seine,375 feet,variable,gillnet,gill,1,,,375,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Perch46N_FISHc_29W_S8_019.jpg,
59968186,"gill nets (2), fyke nets (2)",125feet,.25 - 2.5inches,gillnet,gill,2,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Porterfield_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Porterfield_FISHc_006.jpg,
59968186,"gill nets (2), fyke nets (2)",125feet,.25 - 2.5inches,fyke net,fyke,2,2.5,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Porterfield_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Porterfield_FISHc_006.jpg,
59968197,4 experimental gill nets,500 feet,.75 - 2 inch bar,gillnet,experimental,4,.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Round45N_FISHc_28W_S6_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Round45N_FISHc_28W_S6_011.jpg,
59968238,experimental gill nets,125feet,.75 - 2inches in bar,gillnet,experimental,2,.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_SleemanPond_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_SleemanPond_FISHc_010.jpg,
59968279,experimental gill net (1375feet) monofilament gill net (600feet) 4 trap nets (2) 50feet nylon bag seine (4 pulls) ,,NA,seine,bag,2,,,50,feet,4,pulls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_025.jpg,
59968279,experimental gill net (1375feet) monofilament gill net (600feet) 4 trap nets (2) 50feet nylon bag seine (4 pulls) ,,NA,gillnet,experimental,1,,,1375,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_025.jpg,
59968279,experimental gill net (1375feet) monofilament gill net (600feet) 4 trap nets (2) 50feet nylon bag seine (4 pulls) ,,,gillnet,gill,1,,,600,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_025.jpg,
59968279,experimental gill net (1375feet) monofilament gill net (600feet) 4 trap nets (2) 50feet nylon bag seine (4 pulls) ,,NA,trap net,trap,4,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_025.jpg,
59968293,2 fyke nets and 1 trap net set as a unit.,NA,NA,fyke net,fyke,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_066.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_067.jpg,
59968293,2 fyke nets and 1 trap net set as a unit.,NA,NA,trap net,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_066.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Squaw_FISHc_067.jpg,
59968320,8 experimental gill nets,125 feet,.75 - 2 in bar,gillnet,experimental,8,.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Strump_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Strump_FISHc_009.jpg,
59968357,"2 traps, 2 gill nets",125feet and 125feet leads,exp,gillnet,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_051.jpg,
59968357,"2 traps, 2 gill nets",125feet and 125feet leads,exp,trap net,traps,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_051.jpg,
59968362,5 exp. gill nets & 1 (400feet) 1 3/8 bar gill net,NA,NA,gillnet,exp,5,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_063.jpg,
59968362,5 exp. gill nets & 1 (400feet) 1 3/8 bar gill net,NA,NA,gillnet,bar,1,1.375,inches,400,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_TroutBig_FISHc_063.jpg,
59968388,125feet gill net and hook and line,125feet,.75 - 2inches in bar,gillnet,bar,1,.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_UncleTomsPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_UncleTomsPond_FISHc_008.jpg,
59968388,125feet gill net and hook and line,125feet,.75 - 2inches in bar,rod,hook,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_UncleTomsPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_UncleTomsPond_FISHc_008.jpg,
59968391,2 exp. gill 1 fyke net,125,.25 - 2.5inches,gillnet,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Wahlstrom_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Wahlstrom_FISHc_004.jpg,
59968391,2 exp. gill 1 fyke net,125,.25 - 2.5inches,fyke net,fyke,2,.25-2.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Wahlstrom_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Wahlstrom_FISHc_004.jpg,
59968410,gill net - nylon & monofilament; nylon seine,1300feet : 300feet,variable 1.0 - 1.0-4.0inches,seine,seine,1,,,1300,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Witch_FISHc_065.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Witch_FISHc_066.jpg,
59968410,gill net - nylon & monofilament; nylon seine,1300feet : 300feet,variable 1.0 - 1.0-4.0inches,gillnet,gill,1,4-Jan,inches,300,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Witch_FISHc_065.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Witch_FISHc_066.jpg,
59968451,common sense & bag seines,10feet & 30feet,common. & and .25inches in bag,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_100.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_101.jpg,
59968451,common sense & bag seines,10feet & 30feet,common. & and .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_100.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_101.jpg,
59968455,common sense and bag seines,15feet and 30feet,common. & and .25inches in bag,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_098.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_099.jpg,
59968455,common sense and bag seines,15feet and 30feet,common. & and .25inches in bag,seine,common,1,,,15,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_098.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mason_Ford_FISHc_099.jpg,
59968493,seine,25feet.,.25inches bar mesh,seine,seine,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Blue_FISHc_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Blue_FISHc_023.jpg,
59968544,bag seine; common seine,30 feet; 15 feet,.25inches in bag; common.,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Brockway_FISHc_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Brockway_FISHc_075.jpg,
59968544,bag seine; common seine,30 feet; 15 feet,.25inches in bag; common.,seine,common,1,,,15,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Brockway_FISHc_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Brockway_FISHc_075.jpg,
59968639,bag seine; common seine,30 feet & 15 feet,.25inches in bag & common.,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Hannah_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Hannah_FISHc_046.jpg,
59968639,bag seine; common seine,30 feet & 15 feet,.25inches in bag & common.,seine,common,1,,,15,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Hannah_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Hannah_FISHc_046.jpg,
59968687,"gill net, fly rod",100 feet,experimental,gillnet,experimental,1,,,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Horsehead_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Mecosta_Horsehead_FISHc_024.jpg,
